Municipality.code,year,type.of.building,variable,value
0126,1994,house,Number of purchases,624
0126,1995,house,Number of purchases,624
0126,1996,house,Number of purchases,624
0126,1997,house,Number of purchases,624
0126,1998,house,Number of purchases,624
0126,1999,house,Number of purchases,624
0126,2000,house,Number of purchases,624
0126,2001,house,Number of purchases,624
0126,2002,house,Number of purchases,624
0126,2003,house,Number of purchases,624
0126,2004,house,Number of purchases,624
0126,2005,house,Number of purchases,624
0126,2006,house,Number of purchases,624
0126,2007,house,Number of purchases,624
0126,2008,house,Number of purchases,624
0126,2009,house,Number of purchases,624
0126,2010,house,Number of purchases,624
0126,2011,house,Number of purchases,624
0126,2012,house,Number of purchases,624
0126,2013,house,Number of purchases,624
0126,2014,house,Number of purchases,624
0126,2015,house,Number of purchases,624
0126,2016,house,Number of purchases,624
0126,2017,house,Number of purchases,624
0126,2018,house,Number of purchases,624
0126,2019,house,Number of purchases,624
0126,2020,house,Number of purchases,624
0126,2021,house,Number of purchases,624
0126,2022,house,Number of purchases,624
0126,2023,house,Number of purchases,624
0126,2024,house,Number of purchases,624
0127,1986,house,Number of purchases,319
0127,1987,house,Number of purchases,319
0127,1988,house,Number of purchases,319
0127,1989,house,Number of purchases,319
0127,1990,house,Number of purchases,319
0127,1991,house,Number of purchases,319
0127,1992,house,Number of purchases,319
0127,1993,house,Number of purchases,319
0127,1994,house,Number of purchases,319
0127,1995,house,Number of purchases,319
0127,1996,house,Number of purchases,319
0127,1997,house,Number of purchases,319
0127,1998,house,Number of purchases,319
0127,1999,house,Number of purchases,319
0127,2000,house,Number of purchases,319
0127,2001,house,Number of purchases,319
0127,2002,house,Number of purchases,319
0127,2003,house,Number of purchases,319
0127,2004,house,Number of purchases,319
0127,2005,house,Number of purchases,319
0127,2006,house,Number of purchases,319
0127,2007,house,Number of purchases,319
0127,2008,house,Number of purchases,319
0127,2009,house,Number of purchases,319
0127,2010,house,Number of purchases,319
0127,2011,house,Number of purchases,319
0127,2012,house,Number of purchases,319
0127,2013,house,Number of purchases,319
0127,2014,house,Number of purchases,319
0127,2015,house,Number of purchases,319
0127,2016,house,Number of purchases,319
0127,2017,house,Number of purchases,319
0127,2018,house,Number of purchases,319
0127,2019,house,Number of purchases,319
0127,2020,house,Number of purchases,319
0127,2021,house,Number of purchases,319
0127,2022,house,Number of purchases,319
0127,2023,house,Number of purchases,319
0127,2024,house,Number of purchases,319
0128,1986,house,Number of purchases,66
0128,1987,house,Number of purchases,66
0128,1988,house,Number of purchases,66
0128,1989,house,Number of purchases,66
0128,1990,house,Number of purchases,66
0128,1991,house,Number of purchases,66
0128,1992,house,Number of purchases,66
0128,1993,house,Number of purchases,66
0128,1994,house,Number of purchases,66
0128,1995,house,Number of purchases,66
0128,1996,house,Number of purchases,66
0128,1997,house,Number of purchases,66
0128,1998,house,Number of purchases,66
0128,1999,house,Number of purchases,66
0128,2000,house,Number of purchases,66
0128,2001,house,Number of purchases,66
0128,2002,house,Number of purchases,66
0128,2003,house,Number of purchases,66
0128,2004,house,Number of purchases,66
0128,2005,house,Number of purchases,66
0128,2006,house,Number of purchases,66
0128,2007,house,Number of purchases,66
0128,2008,house,Number of purchases,66
0128,2009,house,Number of purchases,66
0128,2010,house,Number of purchases,66
0128,2011,house,Number of purchases,66
0128,2012,house,Number of purchases,66
0128,2013,house,Number of purchases,66
0128,2014,house,Number of purchases,66
0128,2015,house,Number of purchases,66
0128,2016,house,Number of purchases,66
0128,2017,house,Number of purchases,66
0128,2018,house,Number of purchases,66
0128,2019,house,Number of purchases,66
0128,2020,house,Number of purchases,66
0128,2021,house,Number of purchases,66
0128,2022,house,Number of purchases,66
0128,2023,house,Number of purchases,66
0128,2024,house,Number of purchases,66
0136,1986,house,Number of purchases,466
0136,1987,house,Number of purchases,466
0136,1988,house,Number of purchases,466
0136,1989,house,Number of purchases,466
0136,1990,house,Number of purchases,466
0136,1991,house,Number of purchases,466
0136,1992,house,Number of purchases,466
0136,1993,house,Number of purchases,466
0136,1994,house,Number of purchases,466
0136,1995,house,Number of purchases,466
0136,1996,house,Number of purchases,466
0136,1997,house,Number of purchases,466
0136,1998,house,Number of purchases,466
0136,1999,house,Number of purchases,466
0136,2000,house,Number of purchases,466
0136,2001,house,Number of purchases,466
0136,2002,house,Number of purchases,466
0136,2003,house,Number of purchases,466
0136,2004,house,Number of purchases,466
0136,2005,house,Number of purchases,466
0136,2006,house,Number of purchases,466
0136,2007,house,Number of purchases,466
0136,2008,house,Number of purchases,466
0136,2009,house,Number of purchases,466
0136,2010,house,Number of purchases,466
0136,2011,house,Number of purchases,466
0136,2012,house,Number of purchases,466
0136,2013,house,Number of purchases,466
0136,2014,house,Number of purchases,466
0136,2015,house,Number of purchases,466
0136,2016,house,Number of purchases,466
0136,2017,house,Number of purchases,466
0136,2018,house,Number of purchases,466
0136,2019,house,Number of purchases,466
0136,2020,house,Number of purchases,466
0136,2021,house,Number of purchases,466
0136,2022,house,Number of purchases,466
0136,2023,house,Number of purchases,466
0136,2024,house,Number of purchases,466
0138,1986,house,Number of purchases,344
0138,1987,house,Number of purchases,344
0138,1988,house,Number of purchases,344
0138,1989,house,Number of purchases,344
0138,1990,house,Number of purchases,344
0138,1991,house,Number of purchases,344
0138,1992,house,Number of purchases,344
0138,1993,house,Number of purchases,344
0138,1994,house,Number of purchases,344
0138,1995,house,Number of purchases,344
0138,1996,house,Number of purchases,344
0138,1997,house,Number of purchases,344
0138,1998,house,Number of purchases,344
0138,1999,house,Number of purchases,344
0138,2000,house,Number of purchases,344
0138,2001,house,Number of purchases,344
0138,2002,house,Number of purchases,344
0138,2003,house,Number of purchases,344
0138,2004,house,Number of purchases,344
0138,2005,house,Number of purchases,344
0138,2006,house,Number of purchases,344
0138,2007,house,Number of purchases,344
0138,2008,house,Number of purchases,344
0138,2009,house,Number of purchases,344
0138,2010,house,Number of purchases,344
0138,2011,house,Number of purchases,344
0138,2012,house,Number of purchases,344
0138,2013,house,Number of purchases,344
0138,2014,house,Number of purchases,344
0138,2015,house,Number of purchases,344
0138,2016,house,Number of purchases,344
0138,2017,house,Number of purchases,344
0138,2018,house,Number of purchases,344
0138,2019,house,Number of purchases,344
0138,2020,house,Number of purchases,344
0138,2021,house,Number of purchases,344
0138,2022,house,Number of purchases,344
0138,2023,house,Number of purchases,344
0138,2024,house,Number of purchases,344
0139,1986,house,Number of purchases,128
0139,1987,house,Number of purchases,128
0139,1988,house,Number of purchases,128
0139,1989,house,Number of purchases,128
0139,1990,house,Number of purchases,128
0139,1991,house,Number of purchases,128
0139,1992,house,Number of purchases,128
0139,1993,house,Number of purchases,128
0139,1994,house,Number of purchases,128
0139,1995,house,Number of purchases,128
0139,1996,house,Number of purchases,128
0139,1997,house,Number of purchases,128
0139,1998,house,Number of purchases,128
0139,1999,house,Number of purchases,128
0139,2000,house,Number of purchases,128
0139,2001,house,Number of purchases,128
0139,2002,house,Number of purchases,128
0139,2003,house,Number of purchases,128
0139,2004,house,Number of purchases,128
0139,2005,house,Number of purchases,128
0139,2006,house,Number of purchases,128
0139,2007,house,Number of purchases,128
0139,2008,house,Number of purchases,128
0139,2009,house,Number of purchases,128
0139,2010,house,Number of purchases,128
0139,2011,house,Number of purchases,128
0139,2012,house,Number of purchases,128
0139,2013,house,Number of purchases,128
0139,2014,house,Number of purchases,128
0139,2015,house,Number of purchases,128
0139,2016,house,Number of purchases,128
0139,2017,house,Number of purchases,128
0139,2018,house,Number of purchases,128
0139,2019,house,Number of purchases,128
0139,2020,house,Number of purchases,128
0139,2021,house,Number of purchases,128
0139,2022,house,Number of purchases,128
0139,2023,house,Number of purchases,128
0139,2024,house,Number of purchases,128
0140,1986,house,Number of purchases,124
0140,1987,house,Number of purchases,124
0140,1988,house,Number of purchases,124
0140,1989,house,Number of purchases,124
0140,1990,house,Number of purchases,124
0140,1991,house,Number of purchases,124
0140,1992,house,Number of purchases,124
0140,1993,house,Number of purchases,124
0140,1994,house,Number of purchases,124
0140,1995,house,Number of purchases,124
0140,1996,house,Number of purchases,124
0140,1997,house,Number of purchases,124
0140,1998,house,Number of purchases,124
0140,1999,house,Number of purchases,124
0140,2000,house,Number of purchases,124
0140,2001,house,Number of purchases,124
0140,2002,house,Number of purchases,124
0140,2003,house,Number of purchases,124
0140,2004,house,Number of purchases,124
0140,2005,house,Number of purchases,124
0140,2006,house,Number of purchases,124
0140,2007,house,Number of purchases,124
0140,2008,house,Number of purchases,124
0140,2009,house,Number of purchases,124
0140,2010,house,Number of purchases,124
0140,2011,house,Number of purchases,124
0140,2012,house,Number of purchases,124
0140,2013,house,Number of purchases,124
0140,2014,house,Number of purchases,124
0140,2015,house,Number of purchases,124
0140,2016,house,Number of purchases,124
0140,2017,house,Number of purchases,124
0140,2018,house,Number of purchases,124
0140,2019,house,Number of purchases,124
0140,2020,house,Number of purchases,124
0140,2021,house,Number of purchases,124
0140,2022,house,Number of purchases,124
0140,2023,house,Number of purchases,124
0140,2024,house,Number of purchases,124
0160,1986,house,Number of purchases,555
0160,1987,house,Number of purchases,555
0160,1988,house,Number of purchases,555
0160,1989,house,Number of purchases,555
0160,1990,house,Number of purchases,555
0160,1991,house,Number of purchases,555
0160,1992,house,Number of purchases,555
0160,1993,house,Number of purchases,555
0160,1994,house,Number of purchases,555
0160,1995,house,Number of purchases,555
0160,1996,house,Number of purchases,555
0160,1997,house,Number of purchases,555
0160,1998,house,Number of purchases,555
0160,1999,house,Number of purchases,555
0160,2000,house,Number of purchases,555
0160,2001,house,Number of purchases,555
0160,2002,house,Number of purchases,555
0160,2003,house,Number of purchases,555
0160,2004,house,Number of purchases,555
0160,2005,house,Number of purchases,555
0160,2006,house,Number of purchases,555
0160,2007,house,Number of purchases,555
0160,2008,house,Number of purchases,555
0160,2009,house,Number of purchases,555
0160,2010,house,Number of purchases,555
0160,2011,house,Number of purchases,555
0160,2012,house,Number of purchases,555
0160,2013,house,Number of purchases,555
0160,2014,house,Number of purchases,555
0160,2015,house,Number of purchases,555
0160,2016,house,Number of purchases,555
0160,2017,house,Number of purchases,555
0160,2018,house,Number of purchases,555
0160,2019,house,Number of purchases,555
0160,2020,house,Number of purchases,555
0160,2021,house,Number of purchases,555
0160,2022,house,Number of purchases,555
0160,2023,house,Number of purchases,555
0160,2024,house,Number of purchases,555
0162,1986,house,Number of purchases,157
0162,1987,house,Number of purchases,157
0162,1988,house,Number of purchases,157
0162,1989,house,Number of purchases,157
0162,1990,house,Number of purchases,157
0162,1991,house,Number of purchases,157
0162,1992,house,Number of purchases,157
0162,1993,house,Number of purchases,157
0162,1994,house,Number of purchases,157
0162,1995,house,Number of purchases,157
0162,1996,house,Number of purchases,157
0162,1997,house,Number of purchases,157
0162,1998,house,Number of purchases,157
0162,1999,house,Number of purchases,157
0162,2000,house,Number of purchases,157
0162,2001,house,Number of purchases,157
0162,2002,house,Number of purchases,157
0162,2003,house,Number of purchases,157
0162,2004,house,Number of purchases,157
0162,2005,house,Number of purchases,157
0162,2006,house,Number of purchases,157
0162,2007,house,Number of purchases,157
0162,2008,house,Number of purchases,157
0162,2009,house,Number of purchases,157
0162,2010,house,Number of purchases,157
0162,2011,house,Number of purchases,157
0162,2012,house,Number of purchases,157
0162,2013,house,Number of purchases,157
0162,2014,house,Number of purchases,157
0162,2015,house,Number of purchases,157
0162,2016,house,Number of purchases,157
0162,2017,house,Number of purchases,157
0162,2018,house,Number of purchases,157
0162,2019,house,Number of purchases,157
0162,2020,house,Number of purchases,157
0162,2021,house,Number of purchases,157
0162,2022,house,Number of purchases,157
0162,2023,house,Number of purchases,157
0162,2024,house,Number of purchases,157
0163,1986,house,Number of purchases,367
0163,1987,house,Number of purchases,367
0163,1988,house,Number of purchases,367
0163,1989,house,Number of purchases,367
0163,1990,house,Number of purchases,367
0163,1991,house,Number of purchases,367
0163,1992,house,Number of purchases,367
0163,1993,house,Number of purchases,367
0163,1994,house,Number of purchases,367
0163,1995,house,Number of purchases,367
0163,1996,house,Number of purchases,367
0163,1997,house,Number of purchases,367
0163,1998,house,Number of purchases,367
0163,1999,house,Number of purchases,367
0163,2000,house,Number of purchases,367
0163,2001,house,Number of purchases,367
0163,2002,house,Number of purchases,367
0163,2003,house,Number of purchases,367
0163,2004,house,Number of purchases,367
0163,2005,house,Number of purchases,367
0163,2006,house,Number of purchases,367
0163,2007,house,Number of purchases,367
0163,2008,house,Number of purchases,367
0163,2009,house,Number of purchases,367
0163,2010,house,Number of purchases,367
0163,2011,house,Number of purchases,367
0163,2012,house,Number of purchases,367
0163,2013,house,Number of purchases,367
0163,2014,house,Number of purchases,367
0163,2015,house,Number of purchases,367
0163,2016,house,Number of purchases,367
0163,2017,house,Number of purchases,367
0163,2018,house,Number of purchases,367
0163,2019,house,Number of purchases,367
0163,2020,house,Number of purchases,367
0163,2021,house,Number of purchases,367
0163,2022,house,Number of purchases,367
0163,2023,house,Number of purchases,367
0163,2024,house,Number of purchases,367
0180,1986,house,Number of purchases,1278
0180,1987,house,Number of purchases,1278
0180,1988,house,Number of purchases,1278
0180,1989,house,Number of purchases,1278
0180,1990,house,Number of purchases,1278
0180,1991,house,Number of purchases,1278
0180,1992,house,Number of purchases,1278
0180,1993,house,Number of purchases,1278
0180,1994,house,Number of purchases,1278
0180,1995,house,Number of purchases,1278
0180,1996,house,Number of purchases,1278
0180,1997,house,Number of purchases,1278
0180,1998,house,Number of purchases,1278
0180,1999,house,Number of purchases,1278
0180,2000,house,Number of purchases,1278
0180,2001,house,Number of purchases,1278
0180,2002,house,Number of purchases,1278
0180,2003,house,Number of purchases,1278
0180,2004,house,Number of purchases,1278
0180,2005,house,Number of purchases,1278
0180,2006,house,Number of purchases,1278
0180,2007,house,Number of purchases,1278
0180,2008,house,Number of purchases,1278
0180,2009,house,Number of purchases,1278
0180,2010,house,Number of purchases,1278
0180,2011,house,Number of purchases,1278
0180,2012,house,Number of purchases,1278
0180,2013,house,Number of purchases,1278
0180,2014,house,Number of purchases,1278
0180,2015,house,Number of purchases,1278
0180,2016,house,Number of purchases,1278
0180,2017,house,Number of purchases,1278
0180,2018,house,Number of purchases,1278
0180,2019,house,Number of purchases,1278
0180,2020,house,Number of purchases,1278
0180,2021,house,Number of purchases,1278
0180,2022,house,Number of purchases,1278
0180,2023,house,Number of purchases,1278
0180,2024,house,Number of purchases,1278
0181,1986,house,Number of purchases,270
0181,1987,house,Number of purchases,270
0181,1988,house,Number of purchases,270
0181,1989,house,Number of purchases,270
0181,1990,house,Number of purchases,270
0181,1991,house,Number of purchases,270
0181,1992,house,Number of purchases,270
0181,1993,house,Number of purchases,270
0181,1994,house,Number of purchases,270
0181,1995,house,Number of purchases,270
0181,1996,house,Number of purchases,270
0181,1997,house,Number of purchases,270
0181,1998,house,Number of purchases,270
0181,1999,house,Number of purchases,270
0181,2000,house,Number of purchases,270
0181,2001,house,Number of purchases,270
0181,2002,house,Number of purchases,270
0181,2003,house,Number of purchases,270
0181,2004,house,Number of purchases,270
0181,2005,house,Number of purchases,270
0181,2006,house,Number of purchases,270
0181,2007,house,Number of purchases,270
0181,2008,house,Number of purchases,270
0181,2009,house,Number of purchases,270
0181,2010,house,Number of purchases,270
0181,2011,house,Number of purchases,270
0181,2012,house,Number of purchases,270
0181,2013,house,Number of purchases,270
0181,2014,house,Number of purchases,270
0181,2015,house,Number of purchases,270
0181,2016,house,Number of purchases,270
0181,2017,house,Number of purchases,270
0181,2018,house,Number of purchases,270
0181,2019,house,Number of purchases,270
0181,2020,house,Number of purchases,270
0181,2021,house,Number of purchases,270
0181,2022,house,Number of purchases,270
0181,2023,house,Number of purchases,270
0181,2024,house,Number of purchases,270
0182,1986,house,Number of purchases,475
0182,1987,house,Number of purchases,475
0182,1988,house,Number of purchases,475
0182,1989,house,Number of purchases,475
0182,1990,house,Number of purchases,475
0182,1991,house,Number of purchases,475
0182,1992,house,Number of purchases,475
0182,1993,house,Number of purchases,475
0182,1994,house,Number of purchases,475
0182,1995,house,Number of purchases,475
0182,1996,house,Number of purchases,475
0182,1997,house,Number of purchases,475
0182,1998,house,Number of purchases,475
0182,1999,house,Number of purchases,475
0182,2000,house,Number of purchases,475
0182,2001,house,Number of purchases,475
0182,2002,house,Number of purchases,475
0182,2003,house,Number of purchases,475
0182,2004,house,Number of purchases,475
0182,2005,house,Number of purchases,475
0182,2006,house,Number of purchases,475
0182,2007,house,Number of purchases,475
0182,2008,house,Number of purchases,475
0182,2009,house,Number of purchases,475
0182,2010,house,Number of purchases,475
0182,2011,house,Number of purchases,475
0182,2012,house,Number of purchases,475
0182,2013,house,Number of purchases,475
0182,2014,house,Number of purchases,475
0182,2015,house,Number of purchases,475
0182,2016,house,Number of purchases,475
0182,2017,house,Number of purchases,475
0182,2018,house,Number of purchases,475
0182,2019,house,Number of purchases,475
0182,2020,house,Number of purchases,475
0182,2021,house,Number of purchases,475
0182,2022,house,Number of purchases,475
0182,2023,house,Number of purchases,475
0182,2024,house,Number of purchases,475
0183,1986,house,Number of purchases,41
0183,1987,house,Number of purchases,41
0183,1988,house,Number of purchases,41
0183,1989,house,Number of purchases,41
0183,1990,house,Number of purchases,41
0183,1991,house,Number of purchases,41
0183,1992,house,Number of purchases,41
0183,1993,house,Number of purchases,41
0183,1994,house,Number of purchases,41
0183,1995,house,Number of purchases,41
0183,1996,house,Number of purchases,41
0183,1997,house,Number of purchases,41
0183,1998,house,Number of purchases,41
0183,1999,house,Number of purchases,41
0183,2000,house,Number of purchases,41
0183,2001,house,Number of purchases,41
0183,2002,house,Number of purchases,41
0183,2003,house,Number of purchases,41
0183,2004,house,Number of purchases,41
0183,2005,house,Number of purchases,41
0183,2006,house,Number of purchases,41
0183,2007,house,Number of purchases,41
0183,2008,house,Number of purchases,41
0183,2009,house,Number of purchases,41
0183,2010,house,Number of purchases,41
0183,2011,house,Number of purchases,41
0183,2012,house,Number of purchases,41
0183,2013,house,Number of purchases,41
0183,2014,house,Number of purchases,41
0183,2015,house,Number of purchases,41
0183,2016,house,Number of purchases,41
0183,2017,house,Number of purchases,41
0183,2018,house,Number of purchases,41
0183,2019,house,Number of purchases,41
0183,2020,house,Number of purchases,41
0183,2021,house,Number of purchases,41
0183,2022,house,Number of purchases,41
0183,2023,house,Number of purchases,41
0183,2024,house,Number of purchases,41
0184,1986,house,Number of purchases,29
0184,1987,house,Number of purchases,29
0184,1988,house,Number of purchases,29
0184,1989,house,Number of purchases,29
0184,1990,house,Number of purchases,29
0184,1991,house,Number of purchases,29
0184,1992,house,Number of purchases,29
0184,1993,house,Number of purchases,29
0184,1994,house,Number of purchases,29
0184,1995,house,Number of purchases,29
0184,1996,house,Number of purchases,29
0184,1997,house,Number of purchases,29
0184,1998,house,Number of purchases,29
0184,1999,house,Number of purchases,29
0184,2000,house,Number of purchases,29
0184,2001,house,Number of purchases,29
0184,2002,house,Number of purchases,29
0184,2003,house,Number of purchases,29
0184,2004,house,Number of purchases,29
0184,2005,house,Number of purchases,29
0184,2006,house,Number of purchases,29
0184,2007,house,Number of purchases,29
0184,2008,house,Number of purchases,29
0184,2009,house,Number of purchases,29
0184,2010,house,Number of purchases,29
0184,2011,house,Number of purchases,29
0184,2012,house,Number of purchases,29
0184,2013,house,Number of purchases,29
0184,2014,house,Number of purchases,29
0184,2015,house,Number of purchases,29
0184,2016,house,Number of purchases,29
0184,2017,house,Number of purchases,29
0184,2018,house,Number of purchases,29
0184,2019,house,Number of purchases,29
0184,2020,house,Number of purchases,29
0184,2021,house,Number of purchases,29
0184,2022,house,Number of purchases,29
0184,2023,house,Number of purchases,29
0184,2024,house,Number of purchases,29
0186,1986,house,Number of purchases,218
0186,1987,house,Number of purchases,218
0186,1988,house,Number of purchases,218
0186,1989,house,Number of purchases,218
0186,1990,house,Number of purchases,218
0186,1991,house,Number of purchases,218
0186,1992,house,Number of purchases,218
0186,1993,house,Number of purchases,218
0186,1994,house,Number of purchases,218
0186,1995,house,Number of purchases,218
0186,1996,house,Number of purchases,218
0186,1997,house,Number of purchases,218
0186,1998,house,Number of purchases,218
0186,1999,house,Number of purchases,218
0186,2000,house,Number of purchases,218
0186,2001,house,Number of purchases,218
0186,2002,house,Number of purchases,218
0186,2003,house,Number of purchases,218
0186,2004,house,Number of purchases,218
0186,2005,house,Number of purchases,218
0186,2006,house,Number of purchases,218
0186,2007,house,Number of purchases,218
0186,2008,house,Number of purchases,218
0186,2009,house,Number of purchases,218
0186,2010,house,Number of purchases,218
0186,2011,house,Number of purchases,218
0186,2012,house,Number of purchases,218
0186,2013,house,Number of purchases,218
0186,2014,house,Number of purchases,218
0186,2015,house,Number of purchases,218
0186,2016,house,Number of purchases,218
0186,2017,house,Number of purchases,218
0186,2018,house,Number of purchases,218
0186,2019,house,Number of purchases,218
0186,2020,house,Number of purchases,218
0186,2021,house,Number of purchases,218
0186,2022,house,Number of purchases,218
0186,2023,house,Number of purchases,218
0186,2024,house,Number of purchases,218
0187,1986,house,Number of purchases,66
0187,1987,house,Number of purchases,66
0187,1988,house,Number of purchases,66
0187,1989,house,Number of purchases,66
0187,1990,house,Number of purchases,66
0187,1991,house,Number of purchases,66
0187,1992,house,Number of purchases,66
0187,1993,house,Number of purchases,66
0187,1994,house,Number of purchases,66
0187,1995,house,Number of purchases,66
0187,1996,house,Number of purchases,66
0187,1997,house,Number of purchases,66
0187,1998,house,Number of purchases,66
0187,1999,house,Number of purchases,66
0187,2000,house,Number of purchases,66
0187,2001,house,Number of purchases,66
0187,2002,house,Number of purchases,66
0187,2003,house,Number of purchases,66
0187,2004,house,Number of purchases,66
0187,2005,house,Number of purchases,66
0187,2006,house,Number of purchases,66
0187,2007,house,Number of purchases,66
0187,2008,house,Number of purchases,66
0187,2009,house,Number of purchases,66
0187,2010,house,Number of purchases,66
0187,2011,house,Number of purchases,66
0187,2012,house,Number of purchases,66
0187,2013,house,Number of purchases,66
0187,2014,house,Number of purchases,66
0187,2015,house,Number of purchases,66
0187,2016,house,Number of purchases,66
0187,2017,house,Number of purchases,66
0187,2018,house,Number of purchases,66
0187,2019,house,Number of purchases,66
0187,2020,house,Number of purchases,66
0187,2021,house,Number of purchases,66
0187,2022,house,Number of purchases,66
0187,2023,house,Number of purchases,66
0187,2024,house,Number of purchases,66
0188,1986,house,Number of purchases,523
0188,1987,house,Number of purchases,523
0188,1988,house,Number of purchases,523
0188,1989,house,Number of purchases,523
0188,1990,house,Number of purchases,523
0188,1991,house,Number of purchases,523
0188,1992,house,Number of purchases,523
0188,1993,house,Number of purchases,523
0188,1994,house,Number of purchases,523
0188,1995,house,Number of purchases,523
0188,1996,house,Number of purchases,523
0188,1997,house,Number of purchases,523
0188,1998,house,Number of purchases,523
0188,1999,house,Number of purchases,523
0188,2000,house,Number of purchases,523
0188,2001,house,Number of purchases,523
0188,2002,house,Number of purchases,523
0188,2003,house,Number of purchases,523
0188,2004,house,Number of purchases,523
0188,2005,house,Number of purchases,523
0188,2006,house,Number of purchases,523
0188,2007,house,Number of purchases,523
0188,2008,house,Number of purchases,523
0188,2009,house,Number of purchases,523
0188,2010,house,Number of purchases,523
0188,2011,house,Number of purchases,523
0188,2012,house,Number of purchases,523
0188,2013,house,Number of purchases,523
0188,2014,house,Number of purchases,523
0188,2015,house,Number of purchases,523
0188,2016,house,Number of purchases,523
0188,2017,house,Number of purchases,523
0188,2018,house,Number of purchases,523
0188,2019,house,Number of purchases,523
0188,2020,house,Number of purchases,523
0188,2021,house,Number of purchases,523
0188,2022,house,Number of purchases,523
0188,2023,house,Number of purchases,523
0188,2024,house,Number of purchases,523
0191,1986,house,Number of purchases,219
0191,1987,house,Number of purchases,219
0191,1988,house,Number of purchases,219
0191,1989,house,Number of purchases,219
0191,1990,house,Number of purchases,219
0191,1991,house,Number of purchases,219
0191,1992,house,Number of purchases,219
0191,1993,house,Number of purchases,219
0191,1994,house,Number of purchases,219
0191,1995,house,Number of purchases,219
0191,1996,house,Number of purchases,219
0191,1997,house,Number of purchases,219
0191,1998,house,Number of purchases,219
0191,1999,house,Number of purchases,219
0191,2000,house,Number of purchases,219
0191,2001,house,Number of purchases,219
0191,2002,house,Number of purchases,219
0191,2003,house,Number of purchases,219
0191,2004,house,Number of purchases,219
0191,2005,house,Number of purchases,219
0191,2006,house,Number of purchases,219
0191,2007,house,Number of purchases,219
0191,2008,house,Number of purchases,219
0191,2009,house,Number of purchases,219
0191,2010,house,Number of purchases,219
0191,2011,house,Number of purchases,219
0191,2012,house,Number of purchases,219
0191,2013,house,Number of purchases,219
0191,2014,house,Number of purchases,219
0191,2015,house,Number of purchases,219
0191,2016,house,Number of purchases,219
0191,2017,house,Number of purchases,219
0191,2018,house,Number of purchases,219
0191,2019,house,Number of purchases,219
0191,2020,house,Number of purchases,219
0191,2021,house,Number of purchases,219
0191,2022,house,Number of purchases,219
0191,2023,house,Number of purchases,219
0191,2024,house,Number of purchases,219
0192,1986,house,Number of purchases,210
0192,1987,house,Number of purchases,210
0192,1988,house,Number of purchases,210
0192,1989,house,Number of purchases,210
0192,1990,house,Number of purchases,210
0192,1991,house,Number of purchases,210
0192,1992,house,Number of purchases,210
0192,1993,house,Number of purchases,210
0192,1994,house,Number of purchases,210
0192,1995,house,Number of purchases,210
0192,1996,house,Number of purchases,210
0192,1997,house,Number of purchases,210
0192,1998,house,Number of purchases,210
0192,1999,house,Number of purchases,210
0192,2000,house,Number of purchases,210
0192,2001,house,Number of purchases,210
0192,2002,house,Number of purchases,210
0192,2003,house,Number of purchases,210
0192,2004,house,Number of purchases,210
0192,2005,house,Number of purchases,210
0192,2006,house,Number of purchases,210
0192,2007,house,Number of purchases,210
0192,2008,house,Number of purchases,210
0192,2009,house,Number of purchases,210
0192,2010,house,Number of purchases,210
0192,2011,house,Number of purchases,210
0192,2012,house,Number of purchases,210
0192,2013,house,Number of purchases,210
0192,2014,house,Number of purchases,210
0192,2015,house,Number of purchases,210
0192,2016,house,Number of purchases,210
0192,2017,house,Number of purchases,210
0192,2018,house,Number of purchases,210
0192,2019,house,Number of purchases,210
0192,2020,house,Number of purchases,210
0192,2021,house,Number of purchases,210
0192,2022,house,Number of purchases,210
0192,2023,house,Number of purchases,210
0192,2024,house,Number of purchases,210
0305,1986,house,Number of purchases,187
0305,1987,house,Number of purchases,187
0305,1988,house,Number of purchases,187
0305,1989,house,Number of purchases,187
0305,1990,house,Number of purchases,187
0305,1991,house,Number of purchases,187
0305,1992,house,Number of purchases,187
0305,1993,house,Number of purchases,187
0305,1994,house,Number of purchases,187
0305,1995,house,Number of purchases,187
0305,1996,house,Number of purchases,187
0305,1997,house,Number of purchases,187
0305,1998,house,Number of purchases,187
0305,1999,house,Number of purchases,187
0305,2000,house,Number of purchases,187
0305,2001,house,Number of purchases,187
0305,2002,house,Number of purchases,187
0305,2003,house,Number of purchases,187
0305,2004,house,Number of purchases,187
0305,2005,house,Number of purchases,187
0305,2006,house,Number of purchases,187
0305,2007,house,Number of purchases,187
0305,2008,house,Number of purchases,187
0305,2009,house,Number of purchases,187
0305,2010,house,Number of purchases,187
0305,2011,house,Number of purchases,187
0305,2012,house,Number of purchases,187
0305,2013,house,Number of purchases,187
0305,2014,house,Number of purchases,187
0305,2015,house,Number of purchases,187
0305,2016,house,Number of purchases,187
0305,2017,house,Number of purchases,187
0305,2018,house,Number of purchases,187
0305,2019,house,Number of purchases,187
0305,2020,house,Number of purchases,187
0305,2021,house,Number of purchases,187
0305,2022,house,Number of purchases,187
0305,2023,house,Number of purchases,187
0305,2024,house,Number of purchases,187
0319,1986,house,Number of purchases,86
0319,1987,house,Number of purchases,86
0319,1988,house,Number of purchases,86
0319,1989,house,Number of purchases,86
0319,1990,house,Number of purchases,86
0319,1991,house,Number of purchases,86
0319,1992,house,Number of purchases,86
0319,1993,house,Number of purchases,86
0319,1994,house,Number of purchases,86
