"year","LAU_CODE","type.of.building","avg_floor_m2"
2015,"1401","flat",219834
2016,"1401","flat",220984
2017,"1401","flat",221091
2018,"1401","flat",227855
2019,"1401","flat",230093
2020,"1401","flat",244971
2013,"1401","other",7575
2014,"1401","other",7540
2015,"1401","other",7540
2016,"1401","other",7540
2017,"1401","other",7705
2018,"1401","other",8322
2019,"1401","other",8284
2020,"1401","other",8284
2013,"1402","house",896618
2014,"1402","house",898818
2015,"1402","house",901354
2016,"1402","house",900610
2017,"1402","house",903354
2018,"1402","house",904364
2019,"1402","house",902597
2020,"1402","house",904008
2013,"1402","flat",526060
2014,"1402","flat",536204
2015,"1402","flat",543082
2016,"1402","flat",555414
2017,"1402","flat",560221
2018,"1402","flat",579332
2019,"1402","flat",596368
2020,"1402","flat",598604
2013,"1402","other",29795
2014,"1402","other",23322
2015,"1402","other",29233
2016,"1402","other",25647
2017,"1402","other",24532
2018,"1402","other",25195
2019,"1402","other",24366
2020,"1402","other",23914
2013,"1407","house",526700
2014,"1407","house",524925
2015,"1407","house",527038
2016,"1407","house",526778
2017,"1407","house",527746
2018,"1407","house",529225
2019,"1407","house",528505
2020,"1407","house",531996
2013,"1407","flat",26276
2014,"1407","flat",30614
2015,"1407","flat",32790
2016,"1407","flat",38396
2017,"1407","flat",38406
2018,"1407","flat",38693
2019,"1407","flat",38814
2020,"1407","flat",39722
2013,"1407","other",6640
2014,"1407","other",6916
2015,"1407","other",6916
2016,"1407","other",6916
2017,"1407","other",7224
2018,"1407","other",7224
2019,"1407","other",8508
2020,"1407","other",8508
2013,"1415","house",818624
2014,"1415","house",824416
2015,"1415","house",835448
2016,"1415","house",842654
2017,"1415","house",848884
2018,"1415","house",853670
2019,"1415","house",864724
2020,"1415","house",876652
2013,"1415","flat",218203
2014,"1415","flat",217998
2015,"1415","flat",222488
2016,"1415","flat",224506
2017,"1415","flat",230598
2018,"1415","flat",232304
2019,"1415","flat",238607
2020,"1415","flat",245946
2013,"1415","other",14396
2014,"1415","other",14512
2015,"1415","other",16342
2016,"1415","other",16534
2017,"1415","other",16529
2018,"1415","other",16529
2019,"1415","other",16429
2020,"1415","other",16771
2013,"1419","house",613724
2014,"1419","house",612622
2015,"1419","house",614186
2016,"1419","house",614815
2017,"1419","house",617392
2018,"1419","house",618984
2019,"1419","house",619294
2020,"1419","house",618598
2013,"1419","flat",34742
2014,"1419","flat",34652
2015,"1419","flat",34652
2016,"1419","flat",34914
2017,"1419","flat",40903
2018,"1419","flat",44542
2019,"1419","flat",48946
2020,"1419","flat",51026
2013,"1419","other",7915
2014,"1419","other",8978
2015,"1419","other",8978
2016,"1419","other",8978
2017,"1419","other",9762
2018,"1419","other",9762
2019,"1419","other",10083
2020,"1419","other",9992
2013,"1421","house",614888
2014,"1421","house",618085
2015,"1421","house",621662
2016,"1421","house",623284
2017,"1421","house",630572
2018,"1421","house",632818
2019,"1421","house",637138
2020,"1421","house",644640
2013,"1421","flat",56853
2014,"1421","flat",56853
2015,"1421","flat",56853
2016,"1421","flat",56853
2017,"1421","flat",57226
2018,"1421","flat",57634
2019,"1421","flat",61887
2020,"1421","flat",64806
2013,"1421","other",14816
2014,"1421","other",14816
2015,"1421","other",14956
2016,"1421","other",14956
2017,"1421","other",14846
2018,"1421","other",14781
2019,"1421","other",15006
2020,"1421","other",14936
2013,"1427","house",365344
2014,"1427","house",364871
2015,"1427","house",364872
2016,"1427","house",365024
2017,"1427","house",365696
2018,"1427","house",370866
2019,"1427","house",370704
2020,"1427","house",379594
2013,"1427","flat",69438
2014,"1427","flat",69438
2015,"1427","flat",73321
2016,"1427","flat",79292
2017,"1427","flat",81369
2018,"1427","flat",94020
2019,"1427","flat",95161
2020,"1427","flat",95473
2013,"1427","other",6656
2014,"1427","other",6767
2015,"1427","other",6767
2016,"1427","other",7491
2017,"1427","other",7224
2018,"1427","other",7895
2019,"1427","other",7892
2020,"1427","other",8104
2013,"1430","house",385029
2014,"1430","house",386582
2015,"1430","house",386126
2016,"1430","house",386370
2017,"1430","house",387514
2018,"1430","house",387188
2019,"1430","house",386052
2020,"1430","house",387545
2013,"1430","flat",64071
2014,"1430","flat",66821
2015,"1430","flat",69130
2016,"1430","flat",69545
2017,"1430","flat",69696
2018,"1430","flat",69932
2019,"1430","flat",72186
2020,"1430","flat",72987
2013,"1430","other",4030
2014,"1430","other",4080
2015,"1430","other",3942
2016,"1430","other",3498
2017,"1430","other",4794
2018,"1430","other",5272
2019,"1430","other",4210
2020,"1430","other",4336
2013,"1435","house",490730
2014,"1435","house",494606
2015,"1435","house",501498
2016,"1435","house",501476
2017,"1435","house",499634
2018,"1435","house",501579
2019,"1435","house",506287
2020,"1435","house",512450
2013,"1435","flat",71588
2014,"1435","flat",75666
2015,"1435","flat",77614
2016,"1435","flat",78089
2017,"1435","flat",78286
2018,"1435","flat",79792
2019,"1435","flat",81738
2020,"1435","flat",83416
2013,"1435","other",10946
2014,"1435","other",9564
2015,"1435","other",9872
2016,"1435","other",9908
2017,"1435","other",9908
2018,"1435","other",9908
2019,"1435","other",9908
2020,"1435","other",10130
2013,"1438","house",176378
2014,"1438","house",177109
2015,"1438","house",177724
2016,"1438","house",175099
2017,"1438","house",175706
2018,"1438","house",174502
2019,"1438","house",175228
2020,"1438","house",176582
2013,"1438","flat",44158
2014,"1438","flat",47438
2015,"1438","flat",47712
2016,"1438","flat",49910
2017,"1438","flat",50237
2018,"1438","flat",50824
2019,"1438","flat",50761
2020,"1438","flat",50811
2013,"1438","other",3966
2014,"1438","other",3966
2015,"1438","other",3966
2016,"1438","other",4288
2017,"1438","other",4686
2018,"1438","other",4766
2019,"1438","other",4514
2020,"1438","other",4514
2013,"1439","house",276808
2014,"1439","house",277101
2015,"1439","house",277490
2016,"1439","house",277928
2017,"1439","house",278362
2018,"1439","house",279362
2019,"1439","house",279853
2020,"1439","house",280150
2013,"1439","flat",27590
2014,"1439","flat",27590
2015,"1439","flat",27590
2016,"1439","flat",27590
2017,"1439","flat",27626
2018,"1439","flat",27626
2019,"1439","flat",27626
2020,"1439","flat",28291
2013,"1439","other",2598
2014,"1439","other",2976
2015,"1439","other",3091
2016,"1439","other",3091
2017,"1439","other",3091
2018,"1439","other",3242
2019,"1439","other",3242
2020,"1439","other",3932
2013,"1440","house",871144
2014,"1440","house",878848
2015,"1440","house",892642
2016,"1440","house",909900
2017,"1440","house",931120
2018,"1440","house",944655
2019,"1440","house",955116
2020,"1440","house",971078
2013,"1440","flat",250714
2014,"1440","flat",258540
2015,"1440","flat",269528
2016,"1440","flat",279466
2017,"1440","flat",283582
2018,"1440","flat",287770
2019,"1440","flat",294996
2020,"1440","flat",292614
2013,"1440","other",6164
2014,"1440","other",5968
2015,"1440","other",6033
2016,"1440","other",5547
2017,"1440","other",5881
2018,"1440","other",4069
2019,"1440","other",4256
2020,"1440","other",4514
2013,"1441","house",1432567
2014,"1441","house",1446723
2015,"1441","house",1461609
2016,"1441","house",1479401
2017,"1441","house",1499420
2018,"1441","house",1517856
2019,"1441","house",1516146
2020,"1441","house",1536321
2013,"1441","flat",202794
2014,"1441","flat",206411
2015,"1441","flat",207264
2016,"1441","flat",219194
2017,"1441","flat",228664
2018,"1441","flat",241435
2019,"1441","flat",244746
2020,"1441","flat",245482
2013,"1441","other",8710
2014,"1441","other",8710
2015,"1441","other",8710
2016,"1441","other",9118
2017,"1441","other",9328
2018,"1441","other",8996
2019,"1441","other",9130
2020,"1441","other",9434
2013,"1442","house",399967
2014,"1442","house",400706
2015,"1442","house",402882
2016,"1442","house",404238
2017,"1442","house",406146
2018,"1442","house",411168
2019,"1442","house",411360
2020,"1442","house",417812
2013,"1442","flat",74317
2014,"1442","flat",76590
2015,"1442","flat",75391
2016,"1442","flat",77067
2017,"1442","flat",79082
2018,"1442","flat",79392
2019,"1442","flat",80180
2020,"1442","flat",80826
2013,"1442","other",5455
2014,"1442","other",5178
2015,"1442","other",7088
2016,"1442","other",7088
2017,"1442","other",7042
2018,"1442","other",7008
2019,"1442","other",7008
2020,"1442","other",7483
2013,"1443","house",314024
2014,"1443","house",317182
2015,"1443","house",320442
2016,"1443","house",325026
2017,"1443","house",329492
2018,"1443","house",330449
2019,"1443","house",335232
2020,"1443","house",335844
2013,"1443","flat",60543
2014,"1443","flat",61718
2015,"1443","flat",68528
2016,"1443","flat",71431
2017,"1443","flat",74402
2018,"1443","flat",74848
2019,"1443","flat",74848
2020,"1443","flat",76400
2013,"1443","other",2770
2014,"1443","other",2695
2015,"1443","other",2815
2016,"1443","other",2815
2017,"1443","other",3157
2018,"1443","other",2982
2019,"1443","other",2982
2020,"1443","other",3068
2013,"1444","house",245260
2014,"1444","house",245572
2015,"1444","house",245822
2016,"1444","house",245212
2017,"1444","house",245354
2018,"1444","house",244470
2019,"1444","house",244972
2020,"1444","house",245094
2013,"1444","flat",29750
2014,"1444","flat",30891
2015,"1444","flat",31782
2016,"1444","flat",32616
2017,"1444","flat",33156
2018,"1444","flat",33474
2019,"1444","flat",33348
2020,"1444","flat",33620
2013,"1444","other",2780
2014,"1444","other",3115
2015,"1444","other",3266
2016,"1444","other",3266
2017,"1444","other",3266
2018,"1444","other",3943
2019,"1444","other",3943
2020,"1444","other",4220
2013,"1445","house",241510
2014,"1445","house",240732
2015,"1445","house",241972
2016,"1445","house",242844
2017,"1445","house",242620
2018,"1445","house",243570
2019,"1445","house",243952
2020,"1445","house",246484
2013,"1445","flat",21704
2014,"1445","flat",21996
2015,"1445","flat",22324
2016,"1445","flat",22101
2017,"1445","flat",23943
2018,"1445","flat",23943
2019,"1445","flat",24124
2020,"1445","flat",24170
2013,"1445","other",1479
2014,"1445","other",1479
2015,"1445","other",1781
2016,"1445","other",2042
2017,"1445","other",2485
2018,"1445","other",2485
2019,"1445","other",2188
2020,"1445","other",2188
2013,"1446","house",255503
2014,"1446","house",256529
2015,"1446","house",259801
2016,"1446","house",259123
2017,"1446","house",260560
2018,"1446","house",260210
2019,"1446","house",260800
2020,"1446","house",261971
2013,"1446","flat",74858
2014,"1446","flat",76473
2015,"1446","flat",84272
2016,"1446","flat",87948
2017,"1446","flat",88028
2018,"1446","flat",89076
2019,"1446","flat",90303
2020,"1446","flat",90470
2013,"1446","other",14200
2014,"1446","other",16262
2015,"1446","other",7658
2016,"1446","other",7532
2017,"1446","other",7578
2018,"1446","other",7578
2019,"1446","other",7578
2020,"1446","other",7854
2013,"1447","house",222533
2014,"1447","house",223208
2015,"1447","house",223398
2016,"1447","house",222168
2017,"1447","house",223377
2018,"1447","house",223950
2019,"1447","house",221834
2020,"1447","house",222586
2013,"1447","flat",36354
2014,"1447","flat",36386
2015,"1447","flat",37059
2016,"1447","flat",37059
2017,"1447","flat",38966
2018,"1447","flat",40695
2019,"1447","flat",40760
2020,"1447","flat",40088
2013,"1447","other",2523
2014,"1447","other",2764
2015,"1447","other",3122
2016,"1447","other",3332
2017,"1447","other",3332
2018,"1447","other",3332
2019,"1447","other",3332
2020,"1447","other",3919
2013,"1452","house",470806
2014,"1452","house",474073
2015,"1452","house",478188
2016,"1452","house",478220
2017,"1452","house",480883
2018,"1452","house",480148
2019,"1452","house",480600
2020,"1452","house",480552
2013,"1452","flat",63054
2014,"1452","flat",62822
2015,"1452","flat",63783
2016,"1452","flat",63810
2017,"1452","flat",65860
2018,"1452","flat",66646
2019,"1452","flat",66646
2020,"1452","flat",66747
2013,"1452","other",5434
2014,"1452","other",5640
2015,"1452","other",5640
2016,"1452","other",5640
2017,"1452","other",5656
2018,"1452","other",5656
2019,"1452","other",5984
2020,"1452","other",5948
2013,"1460","house",375300
2014,"1460","house",374518
2015,"1460","house",375150
2016,"1460","house",373257
2017,"1460","house",376334
2018,"1460","house",374724
2019,"1460","house",369546
2020,"1460","house",372336
2013,"1460","flat",92118
2014,"1460","flat",92118
2015,"1460","flat",92113
2016,"1460","flat",93806
2017,"1460","flat",95621
2018,"1460","flat",96170
2019,"1460","flat",96270
2020,"1460","flat",97056
2013,"1460","other",7563
2014,"1460","other",7618
2015,"1460","other",7618
2016,"1460","other",8531
2017,"1460","other",8692
2018,"1460","other",8954
2019,"1460","other",8954
2020,"1460","other",8868
2013,"1461","house",367797
2014,"1461","house",367174
2015,"1461","house",370748
2016,"1461","house",370222
2017,"1461","house",373741
2018,"1461","house",372907
2019,"1461","house",344866
2020,"1461","house",371720
2013,"1461","flat",71036
2014,"1461","flat",68052
2015,"1461","flat",68052
2016,"1461","flat",67341
2017,"1461","flat",68626
2018,"1461","flat",65642
2019,"1461","flat",67940
2020,"1461","flat",67970
2013,"1461","other",6322
2014,"1461","other",6322
2015,"1461","other",6322
2016,"1461","other",6312
2017,"1461","other",6116
2018,"1461","other",6116
2019,"1461","other",6086
2020,"1461","other",6086
2013,"1462","house",452250
2014,"1462","house",461748
2015,"1462","house",465795
2016,"1462","house",467022
2017,"1462","house",477951
2018,"1462","house",481090
2019,"1462","house",483270
2020,"1462","house",487076
2013,"1462","flat",99782
2014,"1462","flat",91156
2015,"1462","flat",91560
2016,"1462","flat",91806
2017,"1462","flat",92119
2018,"1462","flat",89896
2019,"1462","flat",92414
2020,"1462","flat",92918
2013,"1462","other",12332
2014,"1462","other",12427
2015,"1462","other",12659
2016,"1462","other",12659
2017,"1462","other",13026
2018,"1462","other",15040
2019,"1462","other",15040
2020,"1462","other",15040
2013,"1463","house",1185772
2014,"1463","house",1188846
2015,"1463","house",1191842
2016,"1463","house",1197322
2017,"1463","house",1203788
2018,"1463","house",1209580
2019,"1463","house",1213560
2020,"1463","house",1225418
2013,"1463","flat",251723
2014,"1463","flat",259397
2015,"1463","flat",263807
2016,"1463","flat",266142
2017,"1463","flat",266852
2018,"1463","flat",269996
2019,"1463","flat",271062
2020,"1463","flat",273842
2013,"1463","other",22256
2014,"1463","other",24451
2015,"1463","other",23894
2016,"1463","other",23734
2017,"1463","other",23796
2018,"1463","other",23504
2019,"1463","other",23564
2020,"1463","other",23388
2013,"1465","house",443336
2014,"1465","house",442363
2015,"1465","house",442535
2016,"1465","house",443210
2017,"1465","house",446732
2018,"1465","house",450268
2019,"1465","house",453598
2020,"1465","house",454208
2013,"1465","flat",45483
2014,"1465","flat",45483
2015,"1465","flat",47407
2016,"1465","flat",48830
2017,"1465","flat",48528
2018,"1465","flat",49400
2019,"1465","flat",49924
2020,"1465","flat",52596
2013,"1465","other",5999
2014,"1465","other",5999
2015,"1465","other",6170
2016,"1465","other",6331
2017,"1465","other",4851
2018,"1465","other",4952
2019,"1465","other",4906
2020,"1465","other",4992
2013,"1466","house",367716
2014,"1466","house",367897
2015,"1466","house",366448
2016,"1466","house",366441
2017,"1466","house",368151
2018,"1466","house",370090
2019,"1466","house",370954
2020,"1466","house",373098
2013,"1466","flat",56427
2014,"1466","flat",59762
2015,"1466","flat",60286
2016,"1466","flat",61502
