"nuts","year","value","level","type.of.building","indicator"
"1491","2017",7013,"laucode","house","dwelling"
"1491","2018",7096,"laucode","house","dwelling"
"1491","2019",7141,"laucode","house","dwelling"
"1491","2020",7158,"laucode","house","dwelling"
"1491","2013",3076,"laucode","flat","dwelling"
"1491","2014",3103,"laucode","flat","dwelling"
"1491","2015",3138,"laucode","flat","dwelling"
"1491","2016",3351,"laucode","flat","dwelling"
"1491","2017",3508,"laucode","flat","dwelling"
"1491","2018",3620,"laucode","flat","dwelling"
"1491","2019",3666,"laucode","flat","dwelling"
"1491","2020",3708,"laucode","flat","dwelling"
"1491","2013",415,"laucode","other","dwelling"
"1491","2014",416,"laucode","other","dwelling"
"1491","2015",416,"laucode","other","dwelling"
"1491","2016",387,"laucode","other","dwelling"
"1491","2017",380,"laucode","other","dwelling"
"1491","2018",331,"laucode","other","dwelling"
"1491","2019",326,"laucode","other","dwelling"
"1491","2020",327,"laucode","other","dwelling"
"1492","2013",3555,"laucode","house","dwelling"
"1492","2014",3558,"laucode","house","dwelling"
"1492","2015",3564,"laucode","house","dwelling"
"1492","2016",3604,"laucode","house","dwelling"
"1492","2017",3597,"laucode","house","dwelling"
"1492","2018",3604,"laucode","house","dwelling"
"1492","2019",3592,"laucode","house","dwelling"
"1492","2020",3603,"laucode","house","dwelling"
"1492","2013",2389,"laucode","flat","dwelling"
"1492","2014",2396,"laucode","flat","dwelling"
"1492","2015",2411,"laucode","flat","dwelling"
"1492","2016",2418,"laucode","flat","dwelling"
"1492","2017",2422,"laucode","flat","dwelling"
"1492","2018",2430,"laucode","flat","dwelling"
"1492","2019",2431,"laucode","flat","dwelling"
"1492","2020",2431,"laucode","flat","dwelling"
"1492","2013",159,"laucode","other","dwelling"
"1492","2014",163,"laucode","other","dwelling"
"1492","2015",162,"laucode","other","dwelling"
"1492","2016",166,"laucode","other","dwelling"
"1492","2017",165,"laucode","other","dwelling"
"1492","2018",165,"laucode","other","dwelling"
"1492","2019",165,"laucode","other","dwelling"
"1492","2020",165,"laucode","other","dwelling"
"1493","2013",6428,"laucode","house","dwelling"
"1493","2014",6468,"laucode","house","dwelling"
"1493","2015",6486,"laucode","house","dwelling"
"1493","2016",6519,"laucode","house","dwelling"
"1493","2017",6574,"laucode","house","dwelling"
"1493","2018",6615,"laucode","house","dwelling"
"1493","2019",6673,"laucode","house","dwelling"
"1493","2020",6698,"laucode","house","dwelling"
"1493","2013",5156,"laucode","flat","dwelling"
"1493","2014",5202,"laucode","flat","dwelling"
"1493","2015",5208,"laucode","flat","dwelling"
"1493","2016",5266,"laucode","flat","dwelling"
"1493","2017",5271,"laucode","flat","dwelling"
"1493","2018",5289,"laucode","flat","dwelling"
"1493","2019",5325,"laucode","flat","dwelling"
"1493","2020",5354,"laucode","flat","dwelling"
"1493","2013",207,"laucode","other","dwelling"
"1493","2014",205,"laucode","other","dwelling"
"1493","2015",214,"laucode","other","dwelling"
"1493","2016",215,"laucode","other","dwelling"
"1493","2017",221,"laucode","other","dwelling"
"1493","2018",323,"laucode","other","dwelling"
"1493","2019",344,"laucode","other","dwelling"
"1493","2020",344,"laucode","other","dwelling"
"1494","2013",9549,"laucode","house","dwelling"
"1494","2014",9561,"laucode","house","dwelling"
"1494","2015",9618,"laucode","house","dwelling"
"1494","2016",9856,"laucode","house","dwelling"
"1494","2017",9960,"laucode","house","dwelling"
"1494","2018",9977,"laucode","house","dwelling"
"1494","2019",10017,"laucode","house","dwelling"
"1494","2020",10097,"laucode","house","dwelling"
"1494","2013",7924,"laucode","flat","dwelling"
"1494","2014",7945,"laucode","flat","dwelling"
"1494","2015",7982,"laucode","flat","dwelling"
"1494","2016",8146,"laucode","flat","dwelling"
"1494","2017",8155,"laucode","flat","dwelling"
"1494","2018",8294,"laucode","flat","dwelling"
"1494","2019",8304,"laucode","flat","dwelling"
"1494","2020",8321,"laucode","flat","dwelling"
"1494","2013",393,"laucode","other","dwelling"
"1494","2014",391,"laucode","other","dwelling"
"1494","2015",411,"laucode","other","dwelling"
"1494","2016",420,"laucode","other","dwelling"
"1494","2017",452,"laucode","other","dwelling"
"1494","2018",467,"laucode","other","dwelling"
"1494","2019",477,"laucode","other","dwelling"
"1494","2020",477,"laucode","other","dwelling"
"1495","2013",4626,"laucode","house","dwelling"
"1495","2014",4633,"laucode","house","dwelling"
"1495","2015",4627,"laucode","house","dwelling"
"1495","2016",4681,"laucode","house","dwelling"
"1495","2017",4697,"laucode","house","dwelling"
"1495","2018",4688,"laucode","house","dwelling"
"1495","2019",4717,"laucode","house","dwelling"
"1495","2020",4725,"laucode","house","dwelling"
"1495","2013",3903,"laucode","flat","dwelling"
"1495","2014",3907,"laucode","flat","dwelling"
"1495","2015",3921,"laucode","flat","dwelling"
"1495","2016",3936,"laucode","flat","dwelling"
"1495","2017",3927,"laucode","flat","dwelling"
"1495","2018",3971,"laucode","flat","dwelling"
"1495","2019",3997,"laucode","flat","dwelling"
"1495","2020",3997,"laucode","flat","dwelling"
"1495","2013",190,"laucode","other","dwelling"
"1495","2014",189,"laucode","other","dwelling"
"1495","2015",189,"laucode","other","dwelling"
"1495","2016",189,"laucode","other","dwelling"
"1495","2017",190,"laucode","other","dwelling"
"1495","2018",191,"laucode","other","dwelling"
"1495","2019",191,"laucode","other","dwelling"
"1495","2020",191,"laucode","other","dwelling"
"1496","2013",11190,"laucode","house","dwelling"
"1496","2014",11259,"laucode","house","dwelling"
"1496","2015",11347,"laucode","house","dwelling"
"1496","2016",11558,"laucode","house","dwelling"
"1496","2017",11653,"laucode","house","dwelling"
"1496","2018",11725,"laucode","house","dwelling"
"1496","2019",11795,"laucode","house","dwelling"
"1496","2020",11975,"laucode","house","dwelling"
"1496","2013",12561,"laucode","flat","dwelling"
"1496","2014",12642,"laucode","flat","dwelling"
"1496","2015",12763,"laucode","flat","dwelling"
"1496","2016",12938,"laucode","flat","dwelling"
"1496","2017",13231,"laucode","flat","dwelling"
"1496","2018",13595,"laucode","flat","dwelling"
"1496","2019",13958,"laucode","flat","dwelling"
"1496","2020",14050,"laucode","flat","dwelling"
"1496","2013",613,"laucode","other","dwelling"
"1496","2014",612,"laucode","other","dwelling"
"1496","2015",612,"laucode","other","dwelling"
"1496","2016",597,"laucode","other","dwelling"
"1496","2017",488,"laucode","other","dwelling"
"1496","2018",492,"laucode","other","dwelling"
"1496","2019",538,"laucode","other","dwelling"
"1496","2020",536,"laucode","other","dwelling"
"1497","2013",2731,"laucode","house","dwelling"
"1497","2014",2730,"laucode","house","dwelling"
"1497","2015",2769,"laucode","house","dwelling"
"1497","2016",2806,"laucode","house","dwelling"
"1497","2017",2832,"laucode","house","dwelling"
"1497","2018",2837,"laucode","house","dwelling"
"1497","2019",2861,"laucode","house","dwelling"
"1497","2020",2868,"laucode","house","dwelling"
"1497","2013",1301,"laucode","flat","dwelling"
"1497","2014",1309,"laucode","flat","dwelling"
"1497","2015",1327,"laucode","flat","dwelling"
"1497","2016",1327,"laucode","flat","dwelling"
"1497","2017",1365,"laucode","flat","dwelling"
"1497","2018",1366,"laucode","flat","dwelling"
"1497","2019",1374,"laucode","flat","dwelling"
"1497","2020",1363,"laucode","flat","dwelling"
"1497","2013",71,"laucode","other","dwelling"
"1497","2014",72,"laucode","other","dwelling"
"1497","2015",73,"laucode","other","dwelling"
"1497","2016",73,"laucode","other","dwelling"
"1497","2017",77,"laucode","other","dwelling"
"1497","2018",77,"laucode","other","dwelling"
"1497","2019",76,"laucode","other","dwelling"
"1497","2020",80,"laucode","other","dwelling"
"1498","2013",3687,"laucode","house","dwelling"
"1498","2014",3703,"laucode","house","dwelling"
"1498","2015",3726,"laucode","house","dwelling"
"1498","2016",3771,"laucode","house","dwelling"
"1498","2017",3794,"laucode","house","dwelling"
"1498","2018",3783,"laucode","house","dwelling"
"1498","2019",3806,"laucode","house","dwelling"
"1498","2020",3831,"laucode","house","dwelling"
"1498","2013",2169,"laucode","flat","dwelling"
"1498","2014",2169,"laucode","flat","dwelling"
"1498","2015",2174,"laucode","flat","dwelling"
"1498","2016",2175,"laucode","flat","dwelling"
"1498","2017",2178,"laucode","flat","dwelling"
"1498","2018",2176,"laucode","flat","dwelling"
"1498","2019",2176,"laucode","flat","dwelling"
"1498","2020",2169,"laucode","flat","dwelling"
"1498","2013",78,"laucode","other","dwelling"
"1498","2014",78,"laucode","other","dwelling"
"1498","2015",76,"laucode","other","dwelling"
"1498","2016",76,"laucode","other","dwelling"
"1498","2017",76,"laucode","other","dwelling"
"1498","2018",74,"laucode","other","dwelling"
"1498","2019",74,"laucode","other","dwelling"
"1498","2020",71,"laucode","other","dwelling"
"1499","2013",8310,"laucode","house","dwelling"
"1499","2014",8326,"laucode","house","dwelling"
"1499","2015",8367,"laucode","house","dwelling"
"1499","2016",8472,"laucode","house","dwelling"
"1499","2017",8483,"laucode","house","dwelling"
"1499","2018",8494,"laucode","house","dwelling"
"1499","2019",8531,"laucode","house","dwelling"
"1499","2020",8590,"laucode","house","dwelling"
"1499","2013",6129,"laucode","flat","dwelling"
"1499","2014",6128,"laucode","flat","dwelling"
"1499","2015",6188,"laucode","flat","dwelling"
"1499","2016",6216,"laucode","flat","dwelling"
"1499","2017",6246,"laucode","flat","dwelling"
"1499","2018",6250,"laucode","flat","dwelling"
"1499","2019",6346,"laucode","flat","dwelling"
"1499","2020",6418,"laucode","flat","dwelling"
"1499","2013",271,"laucode","other","dwelling"
"1499","2014",286,"laucode","other","dwelling"
"1499","2015",289,"laucode","other","dwelling"
"1499","2016",294,"laucode","other","dwelling"
"1499","2017",308,"laucode","other","dwelling"
"1499","2018",319,"laucode","other","dwelling"
"1499","2019",319,"laucode","other","dwelling"
"1499","2020",326,"laucode","other","dwelling"
"1715","2013",3557,"laucode","house","dwelling"
"1715","2014",3583,"laucode","house","dwelling"
"1715","2015",3580,"laucode","house","dwelling"
"1715","2016",3625,"laucode","house","dwelling"
"1715","2017",3638,"laucode","house","dwelling"
"1715","2018",3669,"laucode","house","dwelling"
"1715","2019",3670,"laucode","house","dwelling"
"1715","2020",3694,"laucode","house","dwelling"
"1715","2013",1598,"laucode","flat","dwelling"
"1715","2014",1599,"laucode","flat","dwelling"
"1715","2015",1599,"laucode","flat","dwelling"
"1715","2016",1599,"laucode","flat","dwelling"
"1715","2017",1634,"laucode","flat","dwelling"
"1715","2018",1640,"laucode","flat","dwelling"
"1715","2019",1641,"laucode","flat","dwelling"
"1715","2020",1641,"laucode","flat","dwelling"
"1715","2013",78,"laucode","other","dwelling"
"1715","2014",78,"laucode","other","dwelling"
"1715","2015",77,"laucode","other","dwelling"
"1715","2016",76,"laucode","other","dwelling"
"1715","2017",76,"laucode","other","dwelling"
"1715","2018",76,"laucode","other","dwelling"
"1715","2019",76,"laucode","other","dwelling"
"1715","2020",76,"laucode","other","dwelling"
"1730","2013",2988,"laucode","house","dwelling"
"1730","2014",2981,"laucode","house","dwelling"
"1730","2015",2988,"laucode","house","dwelling"
"1730","2016",2972,"laucode","house","dwelling"
"1730","2017",2963,"laucode","house","dwelling"
"1730","2018",2977,"laucode","house","dwelling"
"1730","2019",2946,"laucode","house","dwelling"
"1730","2020",2961,"laucode","house","dwelling"
"1730","2013",1022,"laucode","flat","dwelling"
"1730","2014",1022,"laucode","flat","dwelling"
"1730","2015",1023,"laucode","flat","dwelling"
"1730","2016",1051,"laucode","flat","dwelling"
"1730","2017",1051,"laucode","flat","dwelling"
"1730","2018",1050,"laucode","flat","dwelling"
"1730","2019",1063,"laucode","flat","dwelling"
"1730","2020",1069,"laucode","flat","dwelling"
"1730","2013",56,"laucode","other","dwelling"
"1730","2014",56,"laucode","other","dwelling"
"1730","2015",56,"laucode","other","dwelling"
"1730","2016",56,"laucode","other","dwelling"
"1730","2017",60,"laucode","other","dwelling"
"1730","2018",63,"laucode","other","dwelling"
"1730","2019",62,"laucode","other","dwelling"
"1730","2020",61,"laucode","other","dwelling"
"1737","2013",4617,"laucode","house","dwelling"
"1737","2014",4571,"laucode","house","dwelling"
"1737","2015",4549,"laucode","house","dwelling"
"1737","2016",4546,"laucode","house","dwelling"
"1737","2017",4535,"laucode","house","dwelling"
"1737","2018",4514,"laucode","house","dwelling"
"1737","2019",4457,"laucode","house","dwelling"
"1737","2020",4483,"laucode","house","dwelling"
"1737","2013",1632,"laucode","flat","dwelling"
"1737","2014",1633,"laucode","flat","dwelling"
"1737","2015",1692,"laucode","flat","dwelling"
"1737","2016",1740,"laucode","flat","dwelling"
"1737","2017",1728,"laucode","flat","dwelling"
"1737","2018",1757,"laucode","flat","dwelling"
"1737","2019",1850,"laucode","flat","dwelling"
"1737","2020",1854,"laucode","flat","dwelling"
"1737","2013",182,"laucode","other","dwelling"
"1737","2014",188,"laucode","other","dwelling"
"1737","2015",185,"laucode","other","dwelling"
"1737","2016",188,"laucode","other","dwelling"
"1737","2017",187,"laucode","other","dwelling"
"1737","2018",190,"laucode","other","dwelling"
"1737","2019",193,"laucode","other","dwelling"
"1737","2020",190,"laucode","other","dwelling"
"1760","2013",1547,"laucode","house","dwelling"
"1760","2014",1549,"laucode","house","dwelling"
"1760","2015",1547,"laucode","house","dwelling"
"1760","2016",1552,"laucode","house","dwelling"
"1760","2017",1559,"laucode","house","dwelling"
"1760","2018",1553,"laucode","house","dwelling"
"1760","2019",1564,"laucode","house","dwelling"
"1760","2020",1573,"laucode","house","dwelling"
"1760","2013",409,"laucode","flat","dwelling"
"1760","2014",409,"laucode","flat","dwelling"
"1760","2015",409,"laucode","flat","dwelling"
"1760","2016",409,"laucode","flat","dwelling"
"1760","2017",409,"laucode","flat","dwelling"
"1760","2018",409,"laucode","flat","dwelling"
"1760","2019",409,"laucode","flat","dwelling"
"1760","2020",409,"laucode","flat","dwelling"
"1760","2013",37,"laucode","other","dwelling"
"1760","2014",37,"laucode","other","dwelling"
"1760","2015",37,"laucode","other","dwelling"
"1760","2016",37,"laucode","other","dwelling"
"1760","2017",38,"laucode","other","dwelling"
"1760","2018",38,"laucode","other","dwelling"
"1760","2019",38,"laucode","other","dwelling"
"1760","2020",38,"laucode","other","dwelling"
"1761","2013",3892,"laucode","house","dwelling"
"1761","2014",3936,"laucode","house","dwelling"
"1761","2015",3962,"laucode","house","dwelling"
"1761","2016",4066,"laucode","house","dwelling"
"1761","2017",4123,"laucode","house","dwelling"
"1761","2018",4176,"laucode","house","dwelling"
"1761","2019",4184,"laucode","house","dwelling"
"1761","2020",4208,"laucode","house","dwelling"
"1761","2013",2316,"laucode","flat","dwelling"
"1761","2014",2305,"laucode","flat","dwelling"
"1761","2015",2309,"laucode","flat","dwelling"
"1761","2016",2430,"laucode","flat","dwelling"
"1761","2017",2480,"laucode","flat","dwelling"
"1761","2018",2546,"laucode","flat","dwelling"
"1761","2019",2546,"laucode","flat","dwelling"
"1761","2020",2553,"laucode","flat","dwelling"
"1761","2013",52,"laucode","other","dwelling"
"1761","2014",53,"laucode","other","dwelling"
"1761","2015",53,"laucode","other","dwelling"
"1761","2016",53,"laucode","other","dwelling"
"1761","2017",54,"laucode","other","dwelling"
"1761","2018",69,"laucode","other","dwelling"
"1761","2019",65,"laucode","other","dwelling"
"1761","2020",80,"laucode","other","dwelling"
"1762","2013",1279,"laucode","house","dwelling"
"1762","2014",1280,"laucode","house","dwelling"
"1762","2015",1295,"laucode","house","dwelling"
"1762","2016",1300,"laucode","house","dwelling"
"1762","2017",1317,"laucode","house","dwelling"
"1762","2018",1333,"laucode","house","dwelling"
"1762","2019",1323,"laucode","house","dwelling"
"1762","2020",1321,"laucode","house","dwelling"
"1762","2013",682,"laucode","flat","dwelling"
"1762","2014",682,"laucode","flat","dwelling"
"1762","2015",682,"laucode","flat","dwelling"
