"municipality","year","type_of_building","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"setomaa vald","2000","Area of dwelling unknown",298,"EE008","EE008",732
"setomaa vald","2011","Area of dwelling unknown",138,"EE008","EE008",732
"setomaa vald","2021","Area of dwelling unknown",40,"EE008","EE008",732
"sillamäe linn","2000","Area of dwelling total",15046,"EE00A","EE007",735
"sillamäe linn","2011","Area of dwelling total",15136,"EE00A","EE007",735
"sillamäe linn","2021","Area of dwelling total",15536,"EE00A","EE007",735
"sillamäe linn","2000","Less than 30 m²",894,"EE00A","EE007",735
"sillamäe linn","2011","Less than 30 m²",1016,"EE00A","EE007",735
"sillamäe linn","2021","Less than 30 m²",1062,"EE00A","EE007",735
"sillamäe linn","2000","30-39 m²",3062,"EE00A","EE007",735
"sillamäe linn","2011","30-39 m²",2982,"EE00A","EE007",735
"sillamäe linn","2021","30-39 m²",3432,"EE00A","EE007",735
"sillamäe linn","2000","40-49 m²",5552,"EE00A","EE007",735
"sillamäe linn","2011","40-49 m²",5124,"EE00A","EE007",735
"sillamäe linn","2021","40-49 m²",5642,"EE00A","EE007",735
"sillamäe linn","2000","50-59 m²",2482,"EE00A","EE007",735
"sillamäe linn","2011","50-59 m²",2870,"EE00A","EE007",735
"sillamäe linn","2021","50-59 m²",2570,"EE00A","EE007",735
"sillamäe linn","2000","60-69 m²",1732,"EE00A","EE007",735
"sillamäe linn","2011","60-69 m²",1754,"EE00A","EE007",735
"sillamäe linn","2021","60-69 m²",1486,"EE00A","EE007",735
"sillamäe linn","2000","70-79 m²",976,"EE00A","EE007",735
"sillamäe linn","2011","70-79 m²",1014,"EE00A","EE007",735
"sillamäe linn","2021","70-79 m²",1066,"EE00A","EE007",735
"sillamäe linn","2000","80-99 m²",288,"EE00A","EE007",735
"sillamäe linn","2011","80-99 m²",292,"EE00A","EE007",735
"sillamäe linn","2021","80-99 m²",208,"EE00A","EE007",735
"sillamäe linn","2000","100-119 m²",50,"EE00A","EE007",735
"sillamäe linn","2011","100-119 m²",60,"EE00A","EE007",735
"sillamäe linn","2021","100-119 m²",52,"EE00A","EE007",735
"sillamäe linn","2000","120-149 m²",2,"EE00A","EE007",735
"sillamäe linn","2011","120-149 m²",10,"EE00A","EE007",735
"sillamäe linn","2021","120-149 m²",4,"EE00A","EE007",735
"sillamäe linn","2000","150 m² or more",0,"EE00A","EE007",735
"sillamäe linn","2011","150 m² or more",4,"EE00A","EE007",735
"sillamäe linn","2021","150 m² or more",8,"EE00A","EE007",735
"sillamäe linn","2000","Area of dwelling unknown",8,"EE00A","EE007",735
"sillamäe linn","2011","Area of dwelling unknown",10,"EE00A","EE007",735
"sillamäe linn","2021","Area of dwelling unknown",6,"EE00A","EE007",735
"tallinn","2000","Area of dwelling total",345490,"EE001","EE001",784
"tallinn","2011","Area of dwelling total",390290,"EE001","EE001",784
"tallinn","2021","Area of dwelling total",450354,"EE001","EE001",784
"tallinn","2000","Less than 30 m²",27758,"EE001","EE001",784
"tallinn","2011","Less than 30 m²",24554,"EE001","EE001",784
"tallinn","2021","Less than 30 m²",35526,"EE001","EE001",784
"tallinn","2000","30-39 m²",64182,"EE001","EE001",784
"tallinn","2011","30-39 m²",66548,"EE001","EE001",784
"tallinn","2021","30-39 m²",71294,"EE001","EE001",784
"tallinn","2000","40-49 m²",81252,"EE001","EE001",784
"tallinn","2011","40-49 m²",87542,"EE001","EE001",784
"tallinn","2021","40-49 m²",107332,"EE001","EE001",784
"tallinn","2000","50-59 m²",51108,"EE001","EE001",784
"tallinn","2011","50-59 m²",59372,"EE001","EE001",784
"tallinn","2021","50-59 m²",57520,"EE001","EE001",784
"tallinn","2000","60-69 m²",75852,"EE001","EE001",784
"tallinn","2011","60-69 m²",80376,"EE001","EE001",784
"tallinn","2021","60-69 m²",87548,"EE001","EE001",784
"tallinn","2000","70-79 m²",15046,"EE001","EE001",784
"tallinn","2011","70-79 m²",22342,"EE001","EE001",784
"tallinn","2021","70-79 m²",27550,"EE001","EE001",784
"tallinn","2000","80-99 m²",12400,"EE001","EE001",784
"tallinn","2011","80-99 m²",18078,"EE001","EE001",784
"tallinn","2021","80-99 m²",21182,"EE001","EE001",784
"tallinn","2000","100-119 m²",5430,"EE001","EE001",784
"tallinn","2011","100-119 m²",8928,"EE001","EE001",784
"tallinn","2021","100-119 m²",11092,"EE001","EE001",784
"tallinn","2000","120-149 m²",3350,"EE001","EE001",784
"tallinn","2011","120-149 m²",8086,"EE001","EE001",784
"tallinn","2021","120-149 m²",9238,"EE001","EE001",784
"tallinn","2000","150 m² or more",4422,"EE001","EE001",784
"tallinn","2011","150 m² or more",13272,"EE001","EE001",784
"tallinn","2021","150 m² or more",11436,"EE001","EE001",784
"tallinn","2000","Area of dwelling unknown",4690,"EE001","EE001",784
"tallinn","2011","Area of dwelling unknown",1192,"EE001","EE001",784
"tallinn","2021","Area of dwelling unknown",10636,"EE001","EE001",784
"tapa vald","2000","Area of dwelling total",14434,"EE009","EE006",792
"tapa vald","2011","Area of dwelling total",13578,"EE009","EE006",792
"tapa vald","2021","Area of dwelling total",14478,"EE009","EE006",792
"tapa vald","2000","Less than 30 m²",1042,"EE009","EE006",792
"tapa vald","2011","Less than 30 m²",764,"EE009","EE006",792
"tapa vald","2021","Less than 30 m²",992,"EE009","EE006",792
"tapa vald","2000","30-39 m²",1996,"EE009","EE006",792
"tapa vald","2011","30-39 m²",1776,"EE009","EE006",792
"tapa vald","2021","30-39 m²",1986,"EE009","EE006",792
"tapa vald","2000","40-49 m²",3664,"EE009","EE006",792
"tapa vald","2011","40-49 m²",3302,"EE009","EE006",792
"tapa vald","2021","40-49 m²",3500,"EE009","EE006",792
"tapa vald","2000","50-59 m²",1998,"EE009","EE006",792
"tapa vald","2011","50-59 m²",1770,"EE009","EE006",792
"tapa vald","2021","50-59 m²",1868,"EE009","EE006",792
"tapa vald","2000","60-69 m²",2030,"EE009","EE006",792
"tapa vald","2011","60-69 m²",1864,"EE009","EE006",792
"tapa vald","2021","60-69 m²",1860,"EE009","EE006",792
"tapa vald","2000","70-79 m²",1082,"EE009","EE006",792
"tapa vald","2011","70-79 m²",1156,"EE009","EE006",792
"tapa vald","2021","70-79 m²",1150,"EE009","EE006",792
"tapa vald","2000","80-99 m²",1154,"EE009","EE006",792
"tapa vald","2011","80-99 m²",1100,"EE009","EE006",792
"tapa vald","2021","80-99 m²",1256,"EE009","EE006",792
"tapa vald","2000","100-119 m²",586,"EE009","EE006",792
"tapa vald","2011","100-119 m²",718,"EE009","EE006",792
"tapa vald","2021","100-119 m²",766,"EE009","EE006",792
"tapa vald","2000","120-149 m²",364,"EE009","EE006",792
"tapa vald","2011","120-149 m²",566,"EE009","EE006",792
"tapa vald","2021","120-149 m²",572,"EE009","EE006",792
"tapa vald","2000","150 m² or more",206,"EE009","EE006",792
"tapa vald","2011","150 m² or more",536,"EE009","EE006",792
"tapa vald","2021","150 m² or more",488,"EE009","EE006",792
"tapa vald","2000","Area of dwelling unknown",312,"EE009","EE006",792
"tapa vald","2011","Area of dwelling unknown",26,"EE009","EE006",792
"tapa vald","2021","Area of dwelling unknown",40,"EE009","EE006",792
"tartu linn","2000","Area of dwelling total",86108,"EE008","EE008",793
"tartu linn","2011","Area of dwelling total",92940,"EE008","EE008",793
"tartu linn","2021","Area of dwelling total",104886,"EE008","EE008",793
"tartu linn","2000","Less than 30 m²",10640,"EE008","EE008",793
"tartu linn","2011","Less than 30 m²",8380,"EE008","EE008",793
"tartu linn","2021","Less than 30 m²",10224,"EE008","EE008",793
"tartu linn","2000","30-39 m²",13874,"EE008","EE008",793
"tartu linn","2011","30-39 m²",13556,"EE008","EE008",793
"tartu linn","2021","30-39 m²",14746,"EE008","EE008",793
"tartu linn","2000","40-49 m²",22416,"EE008","EE008",793
"tartu linn","2011","40-49 m²",23224,"EE008","EE008",793
"tartu linn","2021","40-49 m²",26300,"EE008","EE008",793
"tartu linn","2000","50-59 m²",8920,"EE008","EE008",793
"tartu linn","2011","50-59 m²",9314,"EE008","EE008",793
"tartu linn","2021","50-59 m²",10040,"EE008","EE008",793
"tartu linn","2000","60-69 m²",15072,"EE008","EE008",793
"tartu linn","2011","60-69 m²",15590,"EE008","EE008",793
"tartu linn","2021","60-69 m²",16392,"EE008","EE008",793
"tartu linn","2000","70-79 m²",5968,"EE008","EE008",793
"tartu linn","2011","70-79 m²",6852,"EE008","EE008",793
"tartu linn","2021","70-79 m²",7618,"EE008","EE008",793
"tartu linn","2000","80-99 m²",3218,"EE008","EE008",793
"tartu linn","2011","80-99 m²",4234,"EE008","EE008",793
"tartu linn","2021","80-99 m²",5390,"EE008","EE008",793
"tartu linn","2000","100-119 m²",1920,"EE008","EE008",793
"tartu linn","2011","100-119 m²",3244,"EE008","EE008",793
"tartu linn","2021","100-119 m²",3722,"EE008","EE008",793
"tartu linn","2000","120-149 m²",1618,"EE008","EE008",793
"tartu linn","2011","120-149 m²",2706,"EE008","EE008",793
"tartu linn","2021","120-149 m²",2920,"EE008","EE008",793
"tartu linn","2000","150 m² or more",1696,"EE008","EE008",793
"tartu linn","2011","150 m² or more",5594,"EE008","EE008",793
"tartu linn","2021","150 m² or more",3964,"EE008","EE008",793
"tartu linn","2000","Area of dwelling unknown",766,"EE008","EE008",793
"tartu linn","2011","Area of dwelling unknown",246,"EE008","EE008",793
"tartu linn","2021","Area of dwelling unknown",3570,"EE008","EE008",793
"tartu vald","2000","Area of dwelling total",7890,"EE008","EE008",796
"tartu vald","2011","Area of dwelling total",8950,"EE008","EE008",796
"tartu vald","2021","Area of dwelling total",11942,"EE008","EE008",796
"tartu vald","2000","Less than 30 m²",318,"EE008","EE008",796
"tartu vald","2011","Less than 30 m²",178,"EE008","EE008",796
"tartu vald","2021","Less than 30 m²",252,"EE008","EE008",796
"tartu vald","2000","30-39 m²",580,"EE008","EE008",796
"tartu vald","2011","30-39 m²",396,"EE008","EE008",796
"tartu vald","2021","30-39 m²",640,"EE008","EE008",796
"tartu vald","2000","40-49 m²",1248,"EE008","EE008",796
"tartu vald","2011","40-49 m²",1166,"EE008","EE008",796
"tartu vald","2021","40-49 m²",1556,"EE008","EE008",796
"tartu vald","2000","50-59 m²",1246,"EE008","EE008",796
"tartu vald","2011","50-59 m²",1274,"EE008","EE008",796
"tartu vald","2021","50-59 m²",1960,"EE008","EE008",796
"tartu vald","2000","60-69 m²",1110,"EE008","EE008",796
"tartu vald","2011","60-69 m²",1170,"EE008","EE008",796
"tartu vald","2021","60-69 m²",1490,"EE008","EE008",796
"tartu vald","2000","70-79 m²",834,"EE008","EE008",796
"tartu vald","2011","70-79 m²",872,"EE008","EE008",796
"tartu vald","2021","70-79 m²",1164,"EE008","EE008",796
"tartu vald","2000","80-99 m²",904,"EE008","EE008",796
"tartu vald","2011","80-99 m²",882,"EE008","EE008",796
"tartu vald","2021","80-99 m²",1276,"EE008","EE008",796
"tartu vald","2000","100-119 m²",516,"EE008","EE008",796
"tartu vald","2011","100-119 m²",714,"EE008","EE008",796
"tartu vald","2021","100-119 m²",1028,"EE008","EE008",796
"tartu vald","2000","120-149 m²",328,"EE008","EE008",796
"tartu vald","2011","120-149 m²",662,"EE008","EE008",796
"tartu vald","2021","120-149 m²",948,"EE008","EE008",796
"tartu vald","2000","150 m² or more",254,"EE008","EE008",796
"tartu vald","2011","150 m² or more",1498,"EE008","EE008",796
"tartu vald","2021","150 m² or more",1514,"EE008","EE008",796
"tartu vald","2000","Area of dwelling unknown",552,"EE008","EE008",796
"tartu vald","2011","Area of dwelling unknown",138,"EE008","EE008",796
"tartu vald","2021","Area of dwelling unknown",114,"EE008","EE008",796
"toila vald","2000","Area of dwelling total",5106,"EE00A","EE007",803
"toila vald","2011","Area of dwelling total",4936,"EE00A","EE007",803
"toila vald","2021","Area of dwelling total",5352,"EE00A","EE007",803
"toila vald","2000","Less than 30 m²",264,"EE00A","EE007",803
"toila vald","2011","Less than 30 m²",134,"EE00A","EE007",803
"toila vald","2021","Less than 30 m²",200,"EE00A","EE007",803
"toila vald","2000","30-39 m²",540,"EE00A","EE007",803
"toila vald","2011","30-39 m²",430,"EE00A","EE007",803
"toila vald","2021","30-39 m²",538,"EE00A","EE007",803
"toila vald","2000","40-49 m²",1074,"EE00A","EE007",803
"toila vald","2011","40-49 m²",890,"EE00A","EE007",803
"toila vald","2021","40-49 m²",1012,"EE00A","EE007",803
"toila vald","2000","50-59 m²",622,"EE00A","EE007",803
"toila vald","2011","50-59 m²",520,"EE00A","EE007",803
"toila vald","2021","50-59 m²",542,"EE00A","EE007",803
"toila vald","2000","60-69 m²",838,"EE00A","EE007",803
"toila vald","2011","60-69 m²",760,"EE00A","EE007",803
"toila vald","2021","60-69 m²",760,"EE00A","EE007",803
"toila vald","2000","70-79 m²",394,"EE00A","EE007",803
"toila vald","2011","70-79 m²",352,"EE00A","EE007",803
"toila vald","2021","70-79 m²",432,"EE00A","EE007",803
"toila vald","2000","80-99 m²",666,"EE00A","EE007",803
"toila vald","2011","80-99 m²",514,"EE00A","EE007",803
"toila vald","2021","80-99 m²",662,"EE00A","EE007",803
"toila vald","2000","100-119 m²",294,"EE00A","EE007",803
"toila vald","2011","100-119 m²",396,"EE00A","EE007",803
"toila vald","2021","100-119 m²",344,"EE00A","EE007",803
"toila vald","2000","120-149 m²",200,"EE00A","EE007",803
"toila vald","2011","120-149 m²",320,"EE00A","EE007",803
"toila vald","2021","120-149 m²",334,"EE00A","EE007",803
"toila vald","2000","150 m² or more",176,"EE00A","EE007",803
"toila vald","2011","150 m² or more",584,"EE00A","EE007",803
"toila vald","2021","150 m² or more",504,"EE00A","EE007",803
"toila vald","2000","Area of dwelling unknown",38,"EE00A","EE007",803
"toila vald","2011","Area of dwelling unknown",36,"EE00A","EE007",803
"toila vald","2021","Area of dwelling unknown",24,"EE00A","EE007",803
"tori vald","2000","Area of dwelling total",9206,"EE004","EE004",809
"tori vald","2011","Area of dwelling total",10530,"EE004","EE004",809
"tori vald","2021","Area of dwelling total",12596,"EE004","EE004",809
"tori vald","2000","Less than 30 m²",518,"EE004","EE004",809
"tori vald","2011","Less than 30 m²",224,"EE004","EE004",809
"tori vald","2021","Less than 30 m²",554,"EE004","EE004",809
"tori vald","2000","30-39 m²",870,"EE004","EE004",809
"tori vald","2011","30-39 m²",704,"EE004","EE004",809
"tori vald","2021","30-39 m²",934,"EE004","EE004",809
"tori vald","2000","40-49 m²",1652,"EE004","EE004",809
"tori vald","2011","40-49 m²",1530,"EE004","EE004",809
"tori vald","2021","40-49 m²",1950,"EE004","EE004",809
"tori vald","2000","50-59 m²",1176,"EE004","EE004",809
"tori vald","2011","50-59 m²",1086,"EE004","EE004",809
"tori vald","2021","50-59 m²",1218,"EE004","EE004",809
"tori vald","2000","60-69 m²",1194,"EE004","EE004",809
"tori vald","2011","60-69 m²",1328,"EE004","EE004",809
"tori vald","2021","60-69 m²",1360,"EE004","EE004",809
"tori vald","2000","70-79 m²",806,"EE004","EE004",809
"tori vald","2011","70-79 m²",870,"EE004","EE004",809
"tori vald","2021","70-79 m²",992,"EE004","EE004",809
"tori vald","2000","80-99 m²",1122,"EE004","EE004",809
"tori vald","2011","80-99 m²",1038,"EE004","EE004",809
"tori vald","2021","80-99 m²",1436,"EE004","EE004",809
"tori vald","2000","100-119 m²",802,"EE004","EE004",809
"tori vald","2011","100-119 m²",1134,"EE004","EE004",809
"tori vald","2021","100-119 m²",1526,"EE004","EE004",809
"tori vald","2000","120-149 m²",518,"EE004","EE004",809
"tori vald","2011","120-149 m²",1034,"EE004","EE004",809
"tori vald","2021","120-149 m²",1258,"EE004","EE004",809
"tori vald","2000","150 m² or more",432,"EE004","EE004",809
"tori vald","2011","150 m² or more",1556,"EE004","EE004",809
"tori vald","2021","150 m² or more",1168,"EE004","EE004",809
"tori vald","2000","Area of dwelling unknown",116,"EE004","EE004",809
"tori vald","2011","Area of dwelling unknown",26,"EE004","EE004",809
"tori vald","2021","Area of dwelling unknown",200,"EE004","EE004",809
"tõrva vald","2000","Area of dwelling total",7096,"EE008","EE008",824
"tõrva vald","2011","Area of dwelling total",6142,"EE008","EE008",824
"tõrva vald","2021","Area of dwelling total",7064,"EE008","EE008",824
"tõrva vald","2000","Less than 30 m²",318,"EE008","EE008",824
"tõrva vald","2011","Less than 30 m²",144,"EE008","EE008",824
"tõrva vald","2021","Less than 30 m²",166,"EE008","EE008",824
"tõrva vald","2000","30-39 m²",634,"EE008","EE008",824
"tõrva vald","2011","30-39 m²",408,"EE008","EE008",824
"tõrva vald","2021","30-39 m²",498,"EE008","EE008",824
"tõrva vald","2000","40-49 m²",1228,"EE008","EE008",824
"tõrva vald","2011","40-49 m²",1010,"EE008","EE008",824
"tõrva vald","2021","40-49 m²",1182,"EE008","EE008",824
"tõrva vald","2000","50-59 m²",1268,"EE008","EE008",824
"tõrva vald","2011","50-59 m²",896,"EE008","EE008",824
"tõrva vald","2021","50-59 m²",1088,"EE008","EE008",824
"tõrva vald","2000","60-69 m²",1076,"EE008","EE008",824
"tõrva vald","2011","60-69 m²",930,"EE008","EE008",824
"tõrva vald","2021","60-69 m²",906,"EE008","EE008",824
"tõrva vald","2000","70-79 m²",786,"EE008","EE008",824
"tõrva vald","2011","70-79 m²",680,"EE008","EE008",824
"tõrva vald","2021","70-79 m²",820,"EE008","EE008",824
"tõrva vald","2000","80-99 m²",818,"EE008","EE008",824
"tõrva vald","2011","80-99 m²",668,"EE008","EE008",824
"tõrva vald","2021","80-99 m²",846,"EE008","EE008",824
"tõrva vald","2000","100-119 m²",376,"EE008","EE008",824
"tõrva vald","2011","100-119 m²",532,"EE008","EE008",824
"tõrva vald","2021","100-119 m²",544,"EE008","EE008",824
"tõrva vald","2000","120-149 m²",272,"EE008","EE008",824
"tõrva vald","2011","120-149 m²",348,"EE008","EE008",824
"tõrva vald","2021","120-149 m²",394,"EE008","EE008",824
"tõrva vald","2000","150 m² or more",194,"EE008","EE008",824
"tõrva vald","2011","150 m² or more",486,"EE008","EE008",824
"tõrva vald","2021","150 m² or more",416,"EE008","EE008",824
"tõrva vald","2000","Area of dwelling unknown",126,"EE008","EE008",824
"tõrva vald","2011","Area of dwelling unknown",40,"EE008","EE008",824
"tõrva vald","2021","Area of dwelling unknown",204,"EE008","EE008",824
"türi vald","2000","Area of dwelling total",12724,"EE009","EE006",834
"türi vald","2011","Area of dwelling total",11958,"EE009","EE006",834
"türi vald","2021","Area of dwelling total",12798,"EE009","EE006",834
"türi vald","2000","Less than 30 m²",632,"EE009","EE006",834
"türi vald","2011","Less than 30 m²",508,"EE009","EE006",834
"türi vald","2021","Less than 30 m²",654,"EE009","EE006",834
"türi vald","2000","30-39 m²",938,"EE009","EE006",834
"türi vald","2011","30-39 m²",874,"EE009","EE006",834
"türi vald","2021","30-39 m²",1016,"EE009","EE006",834
"türi vald","2000","40-49 m²",2194,"EE009","EE006",834
"türi vald","2011","40-49 m²",1842,"EE009","EE006",834
"türi vald","2021","40-49 m²",2174,"EE009","EE006",834
"türi vald","2000","50-59 m²",1476,"EE009","EE006",834
"türi vald","2011","50-59 m²",1222,"EE009","EE006",834
"türi vald","2021","50-59 m²",1188,"EE009","EE006",834
"türi vald","2000","60-69 m²",2154,"EE009","EE006",834
"türi vald","2011","60-69 m²",2008,"EE009","EE006",834
"türi vald","2021","60-69 m²",2008,"EE009","EE006",834
"türi vald","2000","70-79 m²",1468,"EE009","EE006",834
"türi vald","2011","70-79 m²",1302,"EE009","EE006",834
"türi vald","2021","70-79 m²",1424,"EE009","EE006",834
"türi vald","2000","80-99 m²",1590,"EE009","EE006",834
"türi vald","2011","80-99 m²",1352,"EE009","EE006",834
"türi vald","2021","80-99 m²",1722,"EE009","EE006",834
"türi vald","2000","100-119 m²",856,"EE009","EE006",834
"türi vald","2011","100-119 m²",1058,"EE009","EE006",834
"türi vald","2021","100-119 m²",1080,"EE009","EE006",834
"türi vald","2000","120-149 m²",502,"EE009","EE006",834
"türi vald","2011","120-149 m²",740,"EE009","EE006",834
"türi vald","2021","120-149 m²",768,"EE009","EE006",834
"türi vald","2000","150 m² or more",366,"EE009","EE006",834
"türi vald","2011","150 m² or more",1018,"EE009","EE006",834
"türi vald","2021","150 m² or more",698,"EE009","EE006",834
"türi vald","2000","Area of dwelling unknown",548,"EE009","EE006",834
"türi vald","2011","Area of dwelling unknown",34,"EE009","EE006",834
"türi vald","2021","Area of dwelling unknown",66,"EE009","EE006",834
"valga vald","2000","Area of dwelling total",19132,"EE008","EE008",855
"valga vald","2011","Area of dwelling total",17808,"EE008","EE008",855
"valga vald","2021","Area of dwelling total",19032,"EE008","EE008",855
"valga vald","2000","Less than 30 m²",1576,"EE008","EE008",855
"valga vald","2011","Less than 30 m²",1138,"EE008","EE008",855
"valga vald","2021","Less than 30 m²",1282,"EE008","EE008",855
"valga vald","2000","30-39 m²",2906,"EE008","EE008",855
"valga vald","2011","30-39 m²",2646,"EE008","EE008",855
"valga vald","2021","30-39 m²",2690,"EE008","EE008",855
"valga vald","2000","40-49 m²",4662,"EE008","EE008",855
"valga vald","2011","40-49 m²",4288,"EE008","EE008",855
"valga vald","2021","40-49 m²",4616,"EE008","EE008",855
"valga vald","2000","50-59 m²",2680,"EE008","EE008",855
"valga vald","2011","50-59 m²",2228,"EE008","EE008",855
"valga vald","2021","50-59 m²",2418,"EE008","EE008",855
"valga vald","2000","60-69 m²",2710,"EE008","EE008",855
"valga vald","2011","60-69 m²",2608,"EE008","EE008",855
"valga vald","2021","60-69 m²",2614,"EE008","EE008",855
"valga vald","2000","70-79 m²",1496,"EE008","EE008",855
"valga vald","2011","70-79 m²",1468,"EE008","EE008",855
"valga vald","2021","70-79 m²",1652,"EE008","EE008",855
"valga vald","2000","80-99 m²",1176,"EE008","EE008",855
"valga vald","2011","80-99 m²",1204,"EE008","EE008",855
"valga vald","2021","80-99 m²",1320,"EE008","EE008",855
"valga vald","2000","100-119 m²",620,"EE008","EE008",855
"valga vald","2011","100-119 m²",810,"EE008","EE008",855
"valga vald","2021","100-119 m²",840,"EE008","EE008",855
"valga vald","2000","120-149 m²",432,"EE008","EE008",855
"valga vald","2011","120-149 m²",614,"EE008","EE008",855
"valga vald","2021","120-149 m²",638,"EE008","EE008",855
"valga vald","2000","150 m² or more",240,"EE008","EE008",855
"valga vald","2011","150 m² or more",734,"EE008","EE008",855
"valga vald","2021","150 m² or more",588,"EE008","EE008",855
"valga vald","2000","Area of dwelling unknown",634,"EE008","EE008",855
"valga vald","2011","Area of dwelling unknown",70,"EE008","EE008",855
"valga vald","2021","Area of dwelling unknown",374,"EE008","EE008",855
"viimsi vald","2000","Area of dwelling total",5824,"EE001","EE001",890
"viimsi vald","2011","Area of dwelling total",14600,"EE001","EE001",890
"viimsi vald","2021","Area of dwelling total",18740,"EE001","EE001",890
"viimsi vald","2000","Less than 30 m²",146,"EE001","EE001",890
"viimsi vald","2011","Less than 30 m²",100,"EE001","EE001",890
"viimsi vald","2021","Less than 30 m²",142,"EE001","EE001",890
"viimsi vald","2000","30-39 m²",286,"EE001","EE001",890
"viimsi vald","2011","30-39 m²",464,"EE001","EE001",890
"viimsi vald","2021","30-39 m²",778,"EE001","EE001",890
"viimsi vald","2000","40-49 m²",364,"EE001","EE001",890
"viimsi vald","2011","40-49 m²",852,"EE001","EE001",890
"viimsi vald","2021","40-49 m²",1086,"EE001","EE001",890
"viimsi vald","2000","50-59 m²",678,"EE001","EE001",890
"viimsi vald","2011","50-59 m²",1392,"EE001","EE001",890
"viimsi vald","2021","50-59 m²",1974,"EE001","EE001",890
"viimsi vald","2000","60-69 m²",682,"EE001","EE001",890
"viimsi vald","2011","60-69 m²",1260,"EE001","EE001",890
"viimsi vald","2021","60-69 m²",1556,"EE001","EE001",890
"viimsi vald","2000","70-79 m²",660,"EE001","EE001",890
"viimsi vald","2011","70-79 m²",1480,"EE001","EE001",890
"viimsi vald","2021","70-79 m²",1726,"EE001","EE001",890
"viimsi vald","2000","80-99 m²",798,"EE001","EE001",890
"viimsi vald","2011","80-99 m²",1400,"EE001","EE001",890
"viimsi vald","2021","80-99 m²",1968,"EE001","EE001",890
"viimsi vald","2000","100-119 m²",488,"EE001","EE001",890
"viimsi vald","2011","100-119 m²",1382,"EE001","EE001",890
"viimsi vald","2021","100-119 m²",2114,"EE001","EE001",890
"viimsi vald","2000","120-149 m²",404,"EE001","EE001",890
"viimsi vald","2011","120-149 m²",1842,"EE001","EE001",890
"viimsi vald","2021","120-149 m²",2948,"EE001","EE001",890
"viimsi vald","2000","150 m² or more",940,"EE001","EE001",890
"viimsi vald","2011","150 m² or more",4338,"EE001","EE001",890
"viimsi vald","2021","150 m² or more",4326,"EE001","EE001",890
"viimsi vald","2000","Area of dwelling unknown",378,"EE001","EE001",890
"viimsi vald","2011","Area of dwelling unknown",90,"EE001","EE001",890
"viimsi vald","2021","Area of dwelling unknown",122,"EE001","EE001",890
"viljandi linn","2000","Area of dwelling total",18268,"EE008","EE008",897
"viljandi linn","2011","Area of dwelling total",17922,"EE008","EE008",897
"viljandi linn","2021","Area of dwelling total",19488,"EE008","EE008",897
"viljandi linn","2000","Less than 30 m²",1964,"EE008","EE008",897
"viljandi linn","2011","Less than 30 m²",1406,"EE008","EE008",897
"viljandi linn","2021","Less than 30 m²",1714,"EE008","EE008",897
"viljandi linn","2000","30-39 m²",2708,"EE008","EE008",897
"viljandi linn","2011","30-39 m²",2386,"EE008","EE008",897
"viljandi linn","2021","30-39 m²",2736,"EE008","EE008",897
"viljandi linn","2000","40-49 m²",3678,"EE008","EE008",897
"viljandi linn","2011","40-49 m²",3460,"EE008","EE008",897
"viljandi linn","2021","40-49 m²",3734,"EE008","EE008",897
"viljandi linn","2000","50-59 m²",2248,"EE008","EE008",897
"viljandi linn","2011","50-59 m²",2108,"EE008","EE008",897
"viljandi linn","2021","50-59 m²",1788,"EE008","EE008",897
"viljandi linn","2000","60-69 m²",3116,"EE008","EE008",897
"viljandi linn","2011","60-69 m²",2888,"EE008","EE008",897
"viljandi linn","2021","60-69 m²",2704,"EE008","EE008",897
"viljandi linn","2000","70-79 m²",1392,"EE008","EE008",897
"viljandi linn","2011","70-79 m²",1360,"EE008","EE008",897
"viljandi linn","2021","70-79 m²",1406,"EE008","EE008",897
"viljandi linn","2000","80-99 m²",1058,"EE008","EE008",897
"viljandi linn","2011","80-99 m²",1140,"EE008","EE008",897
"viljandi linn","2021","80-99 m²",1210,"EE008","EE008",897
"viljandi linn","2000","100-119 m²",906,"EE008","EE008",897
"viljandi linn","2011","100-119 m²",964,"EE008","EE008",897
"viljandi linn","2021","100-119 m²",1196,"EE008","EE008",897
"viljandi linn","2000","120-149 m²",554,"EE008","EE008",897
"viljandi linn","2011","120-149 m²",854,"EE008","EE008",897
"viljandi linn","2021","120-149 m²",1004,"EE008","EE008",897
"viljandi linn","2000","150 m² or more",442,"EE008","EE008",897
"viljandi linn","2011","150 m² or more",1286,"EE008","EE008",897
"viljandi linn","2021","150 m² or more",1010,"EE008","EE008",897
"viljandi linn","2000","Area of dwelling unknown",202,"EE008","EE008",897
"viljandi linn","2011","Area of dwelling unknown",70,"EE008","EE008",897
"viljandi linn","2021","Area of dwelling unknown",986,"EE008","EE008",897
"viljandi vald","2000","Area of dwelling total",14716,"EE008","EE008",899
"viljandi vald","2011","Area of dwelling total",13808,"EE008","EE008",899
"viljandi vald","2021","Area of dwelling total",15782,"EE008","EE008",899
"viljandi vald","2000","Less than 30 m²",614,"EE008","EE008",899
"viljandi vald","2011","Less than 30 m²",426,"EE008","EE008",899
"viljandi vald","2021","Less than 30 m²",526,"EE008","EE008",899
"viljandi vald","2000","30-39 m²",1242,"EE008","EE008",899
"viljandi vald","2011","30-39 m²",868,"EE008","EE008",899
