"Year","Quarter","County","Type of purchase-sale contract","Indicator","value"
"2003","1st quarter","Lääne county","Purchase-sale contracts of movable assets**","Number of contracts",25
"2003","1st quarter","Lääne county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",82.1
"2003","1st quarter","Lääne county","..purchase-sale contracts of residential buildings**","Number of contracts",5
"2003","1st quarter","Lääne county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",15.4
"2003","1st quarter","Lääne county","..purchase-sale contracts of dwellings**","Number of contracts",13
"2003","1st quarter","Lääne county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",33
"2003","1st quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",7
"2003","1st quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",33.7
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts total","Number of contracts",527
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts total","Value of contracts, thousand euros",5942.6
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Number of contracts",372
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",5355.3
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",186
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2955.6
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",67
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",908.9
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of ownership of dwellings","Number of contracts",105
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",711.4
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",14
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",779.5
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of movable assets**","Number of contracts",155
"2003","1st quarter","Lääne-Viru county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",587.2
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of residential buildings**","Number of contracts",30
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",101.6
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of dwellings**","Number of contracts",96
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",257.2
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",29
"2003","1st quarter","Lääne-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",228.4
"2003","1st quarter","Põlva county","Purchase-sale contracts total","Number of contracts",123
"2003","1st quarter","Põlva county","Purchase-sale contracts total","Value of contracts, thousand euros",693.8
"2003","1st quarter","Põlva county","Purchase-sale contracts of real estate","Number of contracts",85
"2003","1st quarter","Põlva county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",594.9
"2003","1st quarter","Põlva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",31
"2003","1st quarter","Põlva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",268
"2003","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",23
"2003","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",248.7
"2003","1st quarter","Põlva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",30
"2003","1st quarter","Põlva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",77.1
"2003","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",1
"2003","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",1.1
"2003","1st quarter","Põlva county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2003","1st quarter","Põlva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2003","1st quarter","Põlva county","Purchase-sale contracts of movable assets**","Number of contracts",38
"2003","1st quarter","Põlva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",98.9
"2003","1st quarter","Põlva county","..purchase-sale contracts of residential buildings**","Number of contracts",8
"2003","1st quarter","Põlva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",13.1
"2003","1st quarter","Põlva county","..purchase-sale contracts of dwellings**","Number of contracts",22
"2003","1st quarter","Põlva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",24.4
"2003","1st quarter","Põlva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",8
"2003","1st quarter","Põlva county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",61.5
"2003","1st quarter","Pärnu county","Purchase-sale contracts total","Number of contracts",684
"2003","1st quarter","Pärnu county","Purchase-sale contracts total","Value of contracts, thousand euros",19179.9
"2003","1st quarter","Pärnu county","Purchase-sale contracts of real estate","Number of contracts",560
"2003","1st quarter","Pärnu county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",15882.2
"2003","1st quarter","Pärnu county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",175
"2003","1st quarter","Pärnu county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",3910.9
"2003","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",168
"2003","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",5031.3
